family	name	role	order	flags	extra	pattern
flare_mirror	steelskin_flare		23		damaging=0;aoe=0;spawns=0;key=SteelSkin_Flare	You exhale in pain as your skin rapidly hardens into a shimmering barrier
flare_mirror	sprite_defensiveflares		24		damaging=0;aoe=0;spawns=0;key=Sprite_DefensiveFlares	The .*? sprite on your shoulder projects a .*? barrier in front of you
flare_mirror	spritely_maneuvering		25		damaging=0;aoe=0;spawns=0;key=Spritely_Maneuvering	The .*? sprite on your shoulder projects a .*? barrier, shielding you
flare_mirror	spritely_intervention		26		damaging=0;aoe=0;spawns=0;key=Spritely_Intervention	You feel yourself being pulled upright as an .*? barrier appears in front of you
flare_mirror	sstrike117_lorebenefit		27		damaging=0;aoe=0;spawns=0;key=SStrike117_LoreBenefit	The invisible force draws back to guide you once more
flare_mirror	spore_symbiosis		28		damaging=0;aoe=0;spawns=0;key=Spore_Symbiosis	Energy flows through you as .*? coax power from the symbiotic environs
flare_mirror	spore_environment		29		damaging=0;aoe=0;spawns=0;key=Spore_Environment	As though invigorated by the subterranean surroundings, the agglomeration of .*? bloats, then releases a flurry of .*? spores
flare_mirror	spore_dispersion		30		damaging=0;aoe=0;spawns=0;key=Spore_Dispersion	The dusty haze also entwines around .*? in a corkscrew of .*? spores|A dusty haze carries countless glowing spores to .*?
flare_mirror	swardingii107_lorebenefit		31		damaging=0;aoe=0;spawns=0;key=SWardingII107_LoreBenefit	Starburst patterns of pale blue light sweep forward from your chest and infuses the deep blue glow with its energy
flare_mirror	sward319		32		damaging=0;aoe=0;spawns=0;key=SWard319	The evanescent shield shrouding you flares to life
flare_mirror	somnis		33		damaging=0;aoe=1;spawns=0;key=Somnis	\*\* For a split second\, the striations of your
flare_mirror	sigil_cast		34		damaging=1;aoe=0;spawns=1;key=SigilStaff_DoubleCast	twining into an echo of your last spell
flare_mirror	sigil_bane		35		damaging=0;aoe=0;spawns=0;key=Sigil_of_Binding	A bolt of energy leaps from your .*? within bands of concentric geometry
flare_mirror	sidestep		36		damaging=0;aoe=0;spawns=0;key=Sidestep	With a reflexive sidestep, you elude the attack!
flare_mirror	shieldcape_block		37		damaging=0;aoe=0;spawns=0;key=ShieldCape_Block	forms a shield in front of you that turns solid enough to block .*? incoming blow
flare_mirror	rusalkan		38		damaging=0;aoe=1;spawns=0;key=Rusalkan	Exploding in a tumbling current of frothy foam, a wave of sea water suddenly materializes at the call of your
flare_mirror	rangertrinket_resistance		39		damaging=0;aoe=0;spawns=0;key=RangerTrinket_Resistance	pulses briefly, deflecting some
flare_mirror	rangertrinket_manaabsorb		40		damaging=0;aoe=0;spawns=0;key=RangerTrinket_ManaAbsorb	The .*? essence is drawn toward your
flare_mirror	rfire515_nocooldown		41		damaging=0;aoe=0;spawns=0;key=RFire515_NoCooldown	Moisture beads on the surface of your skin then evaporates away, taking with it your recent elemental fatigue
flare_mirror	rfire515_channel		42		damaging=0;aoe=0;spawns=0;key=RFire515_Channel	Seeing an opportunity, you accelerate time and empower your spell
flare_mirror	parasitic_bloodmatch		43		damaging=0;aoe=0;spawns=0;key=Parasitic_BloodMatch	A cascade of needle-like appendages puncture your flesh beneath your .*? as you are suddenly healed\!
flare_mirror	parasitic_bulwark		44		damaging=0;aoe=0;spawns=0;key=Parasitic_Bulwark	Your .*? glisten as a sudden rush of blood spills across its surface, creating a magical bulwark against
flare_mirror	parasitic_defense		45		damaging=0;aoe=0;spawns=0;key=Parasitic_Defense	Several .*? reinforce your .*? to defend you against the incoming attack
flare_mirror	shadow_shroud		46		damaging=0;aoe=0;spawns=0;key=NightshroudCloak_Hide	a cyclone of shadows emerge from your .*?.  The shadows swirl around in an attempt to conceal you
flare_mirror	arcane_reflex		47		damaging=0;aoe=1;spawns=0;key=NTouch625_ArcaneReflex	Vital energy infuses you, hastening your arcane reflexes
flare_mirror	physical_prowess		48		damaging=0;aoe=1;spawns=0;key=NTouch625_PhysicalProwess	The vitality of nature bestows you with a burst of strength
flare_mirror	mystic_resonance		49		damaging=0;aoe=0;spawns=0;key=Mystic_Resonance	thrums with mystic power, flooding you
flare_mirror	mirthbrand_joyfulheart		50		damaging=0;aoe=0;spawns=0;key=Mirthbrand_JoyfulHeart	Hints of an old\, joyful battle song at the edges of your hearing uplift your heart\, lending you preternatural prowess\.
flare_mirror	minorfire906_ignite		51		damaging=0;aoe=0;spawns=0;key=MinorFire906_Ignite	Some of the flames from the stream of fire linger around .*?
flare_mirror	mechanizedarm_block		52		damaging=0;aoe=0;spawns=0;key=MechanizedArm_Block	Just as .*? attacks, your arm suddenly swings out and intercepts it!
flare_mirror	manaarmor_manashield		53		damaging=0;aoe=0;spawns=0;key=ManaArmor_ManaShield	latticework springs up from the surface of your .*? and shields you from some of the damage
flare_mirror	manaarmor_manaflares		54		damaging=0;aoe=0;spawns=0;key=ManaArmor_ManaFlares	radiates from your .*? and you feel .*? mana surge into you\!| returning to you with an audible \*WHOOSH\*
flare_mirror	marmor520_water		55		damaging=0;aoe=0;spawns=0;key=MArmor520_Water	The raw elemental energy surrounding you takes on a watery look as it
flare_mirror	marmor520_earth		56		damaging=0;aoe=0;spawns=0;key=MArmor520_Earth	The energy surrounding you condenses into hard stone
flare_mirror	lucktalisman_offensive		57		damaging=0;aoe=0;spawns=0;key=LuckTalisman_Offensive	You hear the soft tinkle of rolling dice, followed by the sound of coins dropping
flare_mirror	lucktalisman_defensive		58		damaging=0;aoe=0;spawns=0;key=LuckTalisman_Defensive	You hear the soft tinkle of rolling dice, followed by a faint lucky feeling
flare_mirror	lowsteel_horrificvision		59		damaging=0;aoe=0;spawns=0;key=LowSteel_HorrificVision	you, but freezes momentarily before madly clawing
flare_mirror	lathonian		60		damaging=0;aoe=0;spawns=0;key=Lathonian	your .*? suddenly begins to glow with a polychromatic light
flare_mirror	kroderinechains		61		damaging=0;aoe=0;spawns=0;key=KroderineChains	Your kroderine chains rapidly consume the magical power of the attack
flare_mirror	kroderine		62		damaging=0;aoe=0;spawns=0;key=Kroderine	Your .*? cast. The magic of the spell is instantly devoured by the
flare_mirror	glovesoftonis		63		damaging=0;aoe=0;spawns=0;key=GlovesofTonis	A forceful squall suddenly shoots through your .*?, drawing your movements along their intended path
flare_mirror	ghezyte		64		damaging=0;aoe=1;spawns=0;key=Ghezyte	Cords of plasma-veined grey mist seep from your
flare_mirror	forestarmor_windgust		65		damaging=0;aoe=0;spawns=0;key=ForestArmor_WindGust	A spiraling funnel of air bursts from your
flare_mirror	forestarmor_leafswirl		66		damaging=0;aoe=0;spawns=0;key=ForestArmor_LeafSwirl	Diamond-shaped leaves sprout from your
flare_mirror	forestarmor_mudsling		67		damaging=0;aoe=0;spawns=0;key=ForestArmor_MudSling	A thick clump of mud catapults from your
flare_mirror	forestarmor_woodlandempathy		68		damaging=0;aoe=0;spawns=0;key=ForestArmor_WoodlandEmpathy	you suddenly have a clearer understanding of nature
flare_mirror	freward115		69		damaging=0;aoe=0;spawns=0;key=FReward115	The dull golden nimbus surrounding you flares into life as it glows brightly for a moment
flare_mirror	freproach312_wisdombonus		70		damaging=0;aoe=0;spawns=0;key=FReproach312_WisdomBonus	The .*? sphere begins to move in an ever-increasingly fast circle above your head until it shatters into a shower of brilliant energy
flare_mirror	fyrswnava_flares		71		damaging=0;aoe=0;spawns=0;key=Fyrswnava_Flares	Translucent celadon sap pools into a globular spherule\, hurling away from your
flare_mirror	ethereal_armor		72		damaging=0;aoe=0;spawns=0;key=Ethereal_Armor	ethereal chains encase your body against
flare_mirror	eonakarm_block		73		damaging=0;aoe=0;spawns=0;key=EonakArm_Block	your arm suddenly swings out and intercepts it
flare_mirror	elven_spellbarrier		74		damaging=0;aoe=0;spawns=0;key=Elven_SpellBarrier	Strands of translucent mana swirl about you, creating a protective barrier
flare_mirror	elven_spellalacrity		75		damaging=0;aoe=0;spawns=0;key=Elven_SpellAlacrity	Your .*? flares with a pale light
flare_mirror	elementaldefenderring		76		damaging=0;aoe=0;spawns=0;key=ElementalDefenderRing	The .*? on your .*? flares brightly as it absorbs the .*?
flare_mirror	etargeting425_lorebenefit		77		damaging=0;aoe=0;spawns=0;key=ETargeting425_LoreBenefit	elemental energy energizes you
flare_mirror	edeflection507_lorebenefit		78		damaging=0;aoe=0;spawns=0;key=EDeflection507_LoreBenefit	A shimmering field of energy flashes around you, reflecting
flare_mirror	edefenseiii414_lorebenefit		79		damaging=0;aoe=0;spawns=0;key=EDefenseIII414_LoreBenefit	A heavy barrier of stone momentarily forms around you
flare_mirror	ebias508_lorebenefit		80		damaging=0;aoe=0;spawns=0;key=EBias508_LoreBenefit	Your magical awareness grows more acute for an instant
flare_mirror	ebarrier430_lorebenefit		81		damaging=0;aoe=0;spawns=0;key=EBarrier430_LoreBenefit	Your skin hardens for a moment and softens
flare_mirror	filament_corona		82		damaging=0;aoe=0;spawns=0;key=Dramatic_Drapery_Wondorous	Branching filaments of power snap outward from your
flare_mirror	dramatic_drapery_masquerade		83		damaging=0;aoe=0;spawns=0;key=Dramatic_Drapery_Masquerade	distorts the air around you, confounding an
flare_mirror	dragonclaw1209_flare		84		damaging=0;aoe=0;spawns=0;key=Dragonclaw1209_Flare	As you strike, a deep golden light surrounds your
flare_mirror	deciduous_decayflare		85		damaging=0;aoe=0;spawns=0;key=Deciduous_DecayFlare	The motes rapidly sink into .*?, causing a sickly color to creep over .*?\.  A filament of light draws away from .*? and connects with you\, filling you with a brief glow\.
flare_mirror	death_flare		86		damaging=0;aoe=0;spawns=0;key=Death_Flare	Your .*? emits an ominous black-green glow
flare_mirror	cursedarmor_calm		87		damaging=0;aoe=0;spawns=0;key=CursedArmor_Calm	as your vision burns with hypnotic resolve
flare_mirror	cursedarmor_ds_td		88		damaging=0;aoe=0;spawns=0;key=CursedArmor_DS_TD	Dark tendrils lash out from your .*? and form a crimson-runed shroud of darkness around you
flare_mirror	cursedarmor_as_cs		89		damaging=0;aoe=0;spawns=0;key=CursedArmor_AS_CS	Dark tendrils lash out from your .*? and invigorate your resolve
flare_mirror	bubble		90		damaging=0;aoe=0;spawns=0;key=Bubble	high-pitched sound and causes your skin and muscles to
flare_mirror	tailwind		91		damaging=0;aoe=1;spawns=0;key=Breeze612_Tailwind	A favorable tailwind springs up behind you
flare_mirror	breeze		92		damaging=0;aoe=1;spawns=0;key=Breeze612_Offensive	is buffeted by a burst of wind and pushed back|is buffeted by a sudden gust of wind
flare_mirror	brace1214_parry		93		damaging=0;aoe=0;spawns=0;key=Brace1214_Parry	Using the bone plates surrounding your forearms, you parry the attack
flare_mirror	brace1214_disarm		94		damaging=0;aoe=0;spawns=0;key=Brace1214_Disarm	strikes one of the bony protrusions on your forearms and it is wrenched out of
flare_mirror	bootsoftonis		95		damaging=0;aoe=0;spawns=0;key=BootsofTonis	you, a swirling whirlwind bursts into life around your form. Time seems to slow to a crawl as the turbulent winds guide your movements, allowing you to avoid the assault
flare_mirror	bshatter1106_lorebenefit		96		damaging=0;aoe=0;spawns=0;key=BShatter1106_LoreBenefit	The internal skeletal structure of .*? implodes inward upon itself
flare_mirror	blink1215		97		damaging=0;aoe=0;spawns=0;key=Blink1215	You find yourself moved several feet from your original position
flare_mirror	blink		98		damaging=1;aoe=0;spawns=1;key=Blink	Your .*? suddenly light(s)? up with hundreds of tiny blue sparks
flare_mirror	benediction307_lorebenefit		99		damaging=0;aoe=0;spawns=0;key=Benediction307_LoreBenefit	Pearly light flares up suddenly from within you, lending strength and focus to your attack
flare_mirror	barkskin605		100		damaging=0;aoe=0;spawns=0;key=Barkskin605	The layer of bark on you hardens and absorbs
flare_mirror	banshee		101		damaging=0;aoe=1;spawns=0;key=Banshee	emits a deafening wail as a bright red glow erupts from its surface, surrounding you
flare_mirror	balancefrenzy_flare		102		damaging=0;aoe=0;spawns=0;key=BalanceFrenzy_Flare	The .*? flashes a shade of scarlet|The .*? flashes a shade of viridian
flare_mirror	balancefrenzy_doubleflare		103		damaging=0;aoe=0;spawns=0;key=BalanceFrenzy_DoubleFlare	The .*? is suddenly engulfed in scarlet light|The .*? is suddenly engulfed in viridian light
flare_mirror	aspear1408_dispel		104		damaging=0;aoe=0;spawns=0;key=ASpear1408_Dispel	With an opaline flare, the nacreous spear passes through .*? , disrupting the veil of wards surrounding
flare_mirror	animalistic_instinctflares		105		damaging=0;aoe=0;spawns=0;key=Animalistic_InstinctFlares	up from the point of impact, spreading over the chest of your
flare_mirror	aganjira		106		damaging=0;aoe=0;spawns=0;key=Aganjira	Mana cascades across your .*?, causing the fabric to shiver against your skin as it draws the scattered power into it and transforms it into mana
flare_mirror	adamantine		107		damaging=0;aoe=0;spawns=0;key=Adamantine	the incredibly hard surface of your adamantine
flare_mirror	arboreal_agonyflare		108		damaging=0;aoe=0;spawns=0;key=Arboreal_AgonyFlare	Ethereal .*? multiply in a profusion of flora over .*?\, spreading motes of sizzling verdant\-hued light\!
flare_mirror	acuity		109		damaging=0;aoe=1;spawns=0;key=Acuity_Flare	Your .*? glows intensely with a verdant light\!|form before shifting its focus toward you, setting your .*? aflame for a brief momen
flare_mirror	advancedspellshielding_gs		110		damaging=0;aoe=0;spawns=0;key=AdvancedSpellShielding_GS	The anti\-magic is blocked by an unseen bulwark\, rapidly unraveling into nothingness\.
flare_mirror	bindingshot_gs		111		damaging=0;aoe=0;spawns=0;key=BindingShot_GS	Released from the projectile\, a slim canister splits in flight and unfurls a net to envelop
flare_mirror	chameleon_shroud		112		damaging=0;aoe=1;spawns=0;key=ChameleonShroud_GS	A tenebrous shroud stitches itself into existence around you as you gracefully retreat into the shadows
flare_mirror	defensiveduelist_gs		113		damaging=0;aoe=0;spawns=0;key=DefensiveDuelist_GS	you take the opportunity to jab .*? hard in the wrist
flare_mirror	dispulsionward_gs		114		damaging=0;aoe=0;spawns=0;key=DispulsionWard_GS	The anti\-magic is blocked by an unseen ward\, slowly unraveling into nothingness
flare_mirror	elementalresonance_gs		115		damaging=0;aoe=0;spawns=0;key=ElementalResonance_GS	Elemental currents gather around your fingers\, resonating with your spell\!
flare_mirror	grandtheftkobold_gs		116		damaging=0;aoe=0;spawns=0;key=GrandTheftKobold_GS	You feel like you could try that again
flare_mirror	hw_wardenofthedamned_gs		117		damaging=0;aoe=0;spawns=0;key=HW_WardenoftheDamned_GS	\*\* Glinting golden and silver threads escape from the air around you and streak toward
flare_mirror	hunters_afterimage		118		damaging=0;aoe=0;spawns=0;key=HuntersAfterimage_GS	A radiant afterimage of the arrow appears in your ready hand\, coalescing to replace its predecessor
flare_mirror	mephiticbrume_gs		119		damaging=0;aoe=0;spawns=0;key=MephiticBrume_GS	A noxious brume\, murky and foul-smelling\, erupts from your body
flare_mirror	metamorphicshield_gs		120		damaging=0;aoe=0;spawns=0;key=MetamorphicShield_GS	A distorted ripple of metamorphic energy races across your
flare_mirror	mirror_image		121		damaging=1;aoe=0;spawns=0;key=MirrorImage_GS	Fleeting and insubstantial\, a mirror image of you shimmers into view at your side\, echoing your attack with one of its own
flare_mirror	oneshotonekill_gs		122		damaging=0;aoe=0;spawns=0;key=OneShotOneKill_GS	With singular precision\, you hone in on a critical flaw in
flare_mirror	serendipitoushex_gs		123		damaging=0;aoe=0;spawns=0;key=SerendipitousHex_GS	\*\* A deep emerald green mist coils around your forearms as your spell reforms into a hex
flare_mirror	stolenpower_gs		124		damaging=0;aoe=0;spawns=0;key=StolenPower_GS	\*\* An inky black mist coils around your forearms as your spell reforms into a forgery of
flare_mirror	tacticalcanny_gs		125		damaging=0;aoe=0;spawns=0;key=TacticalCanny_GS	The pain sharpens your senses and you begin to plan around your foe\'s attacks\.
flare_mirror	terrorstribute_gs		126		damaging=0;aoe=0;spawns=0;key=TerrorsTribute_GS	Countless phantasms peel away from you and lurch disjointedly outward in all directions\, their features contorted and their mouths agape
flare_mirror	tetheredstrike_gs		127		damaging=0;aoe=0;spawns=0;key=TetheredStrike_GS	is held fast by some unseen force\!
flare_mirror	acid		128		damaging=1;aoe=1;spawns=0;key=Acid_Flare	\*\* Your .*? release(s)? a spray of acid|Luminescent green droplets dribble from your .*? and puddle mid-air, creating a large globule of sizzling liquid that bursts over|Without warning, an ominous cloud forms overhead and churns violently, raining blistering droplets of acid down upon .*? until the fog is sucked into your|Dripping ectoplasma, off-white ghosts rise out of your .*? and sail through the air, passing in and out of .*? before dissipating with a low moan
flare_mirror	air		129		damaging=1;aoe=1;spawns=0;key=Air_Flare	\*\* Your .*? unleashes a blast of air|Your ears pop as the air pressure suddenly drops, and a fierce tornado coalesces around .*?, spinning .*? violently in the air for a brief moment before the winds die down
flare_mirror	air_flourish		130		damaging=1;aoe=1;spawns=0;key=Air_LoreFlare	A fierce whirlwind erupt(s)? around .*? encircling .*? in a suffocating cyclone
flare_mirror	air_loreflaredot		131		damaging=1;aoe=0;spawns=0;key=Air_LoreFlareDoT	The cyclone whirls around .*? anew
flare_mirror	air_gef		132		damaging=1;aoe=0;spawns=0;key=Air_GEF	\*\* A howling gale of steaming air rushes from .*?
flare_mirror	balefire_demonattack		133		damaging=1;aoe=0;spawns=0;key=Balefire_DemonAttack	shudders slightly as chaotic energy is drawn from its form and fused with the attack
flare_mirror	ballspell_splash		134		damaging=1;aoe=0;spawns=0;key=BallSpell_Splash	A burst of .*? from your .*? flies off and hits
flare_mirror	blessings_flourish		135		damaging=1;aoe=1;spawns=0;key=Blessing_LoreFlare	A reassuring feeling of mental acuity settles over you|Your mind clears as a wave of energy washes over you|Your resolve feels bolstered as the energy courses through you|The pulse leaves you feeling spiritually emboldened|A stirring force ignites within you|A resonant force ripples through you|A surge of spiritual power rushes through your veins|The charge resonates with your spirit| The current resonates with your spirit|An electrified aura coalesces around you|A spiritual resonance warms your core
flare_mirror	briar		136		damaging=1;aoe=1;spawns=0;key=Briar	Vines of vicious briars whip out from your
flare_mirror	chainspear		137		damaging=1;aoe=0;spawns=0;key=ChainSpear	The .*? head of your .*? catches across .*?
flare_mirror	chronomagedagger		138		damaging=1;aoe=0;spawns=0;key=ChronomageDagger	Taking a chance you hurl .*? at .*? again and suddenly everything returns to normal speed as time catches up with itself
flare_mirror	cloakofshadows_retribution		139		damaging=1;aoe=0;spawns=0;key=CloakofShadows_Retribution	A dark shadowy tendril rises up from your skin
flare_mirror	cold		140		damaging=1;aoe=1;spawns=0;key=Cold_Flare	\*\* Your .*? glow(s)? intensely with a cold blue light|A thin stream of icy cold liquid shoots forth from your|Trailing snowflakes in their wake, bright purple and azure ghosts rise out of your .*? and sail through the air, passing in and out of .*? before dissipating with a low moan
flare_mirror	cold_gef		141		damaging=1;aoe=1;spawns=0;key=Cold_GEF	\*\* A vortex of razor-sharp ice gusts from .*? and coalesce(s)? around a .*?\! \*\*
flare_mirror	coraesine_pure		142		damaging=1;aoe=0;spawns=0;key=Coraesine_Pure	A massive vortex of shrapnel-laden air coalesces around|You feel the .*? respond to your will, and suddenly it flares up with a blazing white-grey aura\! Vicious winds curl around you in a spiraling vortex, increasing your momentum as you let loose a lightning-quick strike
flare_mirror	coraesinerelic		143		damaging=1;aoe=0;spawns=0;key=CoraesineRelic	\*\* The coraesine relic on your
flare_mirror	daybringer_script		144		damaging=1;aoe=0;spawns=0;key=Daybringer_Script	\*\* A torrent of .*?\-colored plasma bursts forth from your .*? at
flare_mirror	nightbringer_script		145		damaging=1;aoe=0;spawns=0;key=Nightbringer_Script	\*\* coil of *?\-colored energy lashes out from your .*? at
flare_mirror	daynightbringer_anomalyflare		146		damaging=1;aoe=0;spawns=0;key=DayNightbringer_AnomalyFlare	\*\* A .*?\-colored beam of light erupts from the .*? light at
flare_mirror	demonology_loreflare		147		damaging=1;aoe=0;spawns=0;key=Demonology_LoreFlare	Shadowy claws of pure essence burst from .*?\, tearing at the air surrounding
flare_mirror	demonology_loreflaredot		148		damaging=1;aoe=0;spawns=0;key=Demonology_LoreFlareDoT	Shadowy tendrils coil around .*?\, swiftly siphoning away ambient energy
flare_mirror	disintegration		149		damaging=1;aoe=1;spawns=0;key=Disintegration_Flare	\*\* Your .*? release(s)? a shimmering beam of disintegration|Momentarily illuminated by a nefarious veil of light that emanates from your
flare_mirror	dispel		150		damaging=1;aoe=0;spawns=0;key=Dispel_Disruption	\*\* Your .*? glow(s)? brightly for a moment, consuming the magical energies around .*?\!|Afterimages of your .*? manifest around
flare_mirror	dispel_flux		151		damaging=1;aoe=0;spawns=0;key=Dispel_FluxCrit	fluxes chaotically
flare_mirror	disruption		152		damaging=1;aoe=1;spawns=0;key=Disruption_Flare	\*\* Your .*? release(s)? a quivering wave of disruption|An unnatural shift in atmospheric pressure causes intense and harsh bursts of air that yield a violent, resonant attack on
flare_mirror	earth_flourish		153		damaging=1;aoe=1;spawns=0;key=Earth_LoreFlare	Chunks of earth violently orbit .*? pelting .*? with heavy debris
flare_mirror	earth_loreflaredot		154		damaging=1;aoe=0;spawns=0;key=Earth_LoreFlareDoT	The ground trembles violently, pelting .*? again
flare_mirror	earth_gef		155		damaging=1;aoe=1;spawns=0;key=Earth_GEF	\*\* A violent explosion of frenetic energy rumbles from .*?
flare_mirror	energy		156		damaging=1;aoe=1;spawns=0;key=Energy_Weapon	A beam of .*? energy emits from the tip of your .*? and collides with .*?
flare_mirror	fire		157		damaging=1;aoe=1;spawns=0;key=Fire_Flare	\*\* Your .*? flare(s)? with a burst of flame|Emerging from your .*?, a massive ball of flames coalesces and launches straight toward|Flames form like deep scarlet-orange ribbons around your|Searing heat ripples the air as bright orange and green ghosts rise out of your .*? and sail through the air, passing in and out of .*? before dissipating with a low moan
flare_mirror	fire_flourish		158		damaging=1;aoe=1;spawns=0;key=Fire_LoreFlare	A blazing inferno erupts around .*? scorching everything in its wake
flare_mirror	fire_loreflaredot		159		damaging=1;aoe=0;spawns=0;key=Fire_LoreFlareDoT	The inferno blazing around .*? ignites anew
flare_mirror	fire_gef		160		damaging=1;aoe=1;spawns=0;key=Fire_GEF	\*\* Burning orbs of pure flame burst from .*?
flare_mirror	firewheel		161		damaging=1;aoe=1;spawns=0;key=Firewheel	Your .*? emits a fist-sized ball of lightning-suffused flames
flare_mirror	globuselanthias		162		damaging=1;aoe=0;spawns=0;key=GlobusElanthias	Rising from the .*? that is wedged into your .*?
flare_mirror	globusnaidem		163		damaging=1;aoe=0;spawns=0;key=GlobusNaidem	Lashing out from your .*?, .*? extends one hand and rakes a claw across .*? flesh|Boils on .*? skin grow overly full and eventually burst, causing pus to leak from the new wound
flare_mirror	grapple		164		damaging=1;aoe=1;spawns=0;key=Grapple_Flare	Your .*? release(s)? a twisted tendril of force|Catapulting from your .*?, a thick, braided rope twists and twines around|Twisting and cavorting in the air, distorted purple-tinged ghosts rise out of your .*? and sail through the air, passing in and out of .*? before dissipating with a low moan
flare_mirror	greaterblackora		165		damaging=1;aoe=0;spawns=0;key=GreaterBlackOra	A low moaning emanates from your .*? as the shadows swirl off and surround .*?, assaulting it with flashes of greenish-black essence|As you attack .*?, the shadows surrounding your .*? swirl off and strike|As you land your blow, the shadows surrounding .*? begin to swirl like a miniature vortex. The greenish-black essence batters .*?|As you strike .*?, the shadows surrounding .*? swirl off and strike|As your .*? connects with .*?, a low hiss is heard and the shadows strike with greenish-black essence fangs|Dancing bursts of greenish-black essence pulse from your .*? as the shadows lengthen and extend to assault .*?|The shadows surrounding your .*? lash out with a crack of greenish-black essence
flare_mirror	greaterrhimar		166		damaging=1;aoe=0;spawns=0;key=GreaterRhimar	A suffusion of frost flashes down the length of .*? as a tongue of snow and ice lashes at .*?|From somewhere nearby, a snowball comes whizzing towards .*?, splattering as it connects
flare_mirror	guiding_light		167		damaging=1;aoe=1;spawns=0;key=GuidingLight_2ndFlare	Your .*? spray(s)? with a burst of plasma energy
flare_mirror	holy_fire		168		damaging=1;aoe=0;spawns=0;key=HolyFire	Your .*? bursts alight with leaping tongues of holy fire
flare_mirror	holy_water		169		damaging=1;aoe=0;spawns=0;key=HolyWater	Your .*? spray(s)? forth a shower of pure water
flare_mirror	cold_gef		170		damaging=1;aoe=1;spawns=0;key=Ice_GEF	\*\* A vortex of razor-sharp ice gust(s)? from .*?
