creature_id	list	name	note
arachne_servant	equipment	some light leather	
arachne_servant	defensive_spells	Spirit Warding I (101)	
arachne_servant	defensive_spells	Spirit Defense (103)	
arachne_servant	defensive_spells	Spirit Warding II (107)	
arachne_servant	defensive_spells	Spirit Shield (202)	
arachne_servant	defensive_spells	Spell Shield (219)	
arachne_servant	treasure_other	glimmering blue essence shard	
arch_wight	otherclass	Corporeal undead	
arch_wight	equipment	a blackened scimitar	
arch_wight	equipment	a corroded steel scimitar	
arch_wight	equipment	a scimitar	
arch_wight	equipment	a war hammer	
arch_wight	equipment	some cuirbouilli leather	
arch_wight	equipment	some tattered gilt-edged silk robes	
arch_wight	defensive_spells	Spirit Warding II (107)	
arch_wight	defensive_spells	Spell Shield (219)	
arch_wight	treasure_other	glimmering blue essence shard	
arctic_manticore	otherclass	Living	
arctic_manticore	treasure_other	Glimmering blue essence dust	
arctic_puma	otherclass	Living	
arctic_titan	otherclass	Living	
arctic_titan	otherclass	Elemental family	
arctic_titan	equipment	a handaxe	
arctic_titan	equipment	a reinforced shield	
arctic_titan	equipment	some cuirbouilli leather	
arctic_titan	treasure_other	essence of water	
arctic_titan	treasure_other	t'ayanad crystal	
arctic_wolverine	otherclass	Living	
ash_guardian	otherclass	Living	
ash_guardian	otherclass	Element-based	
ash_guardian	equipment	a jagged shard of obsidian	
ash_guardian	equipment	a smoldering slab of glaes	
ash_hag	otherclass	Living	
ash_hag	otherclass	Element-based	
ash_hag	otherclass	Boss	
ash_hag	defensive_spells	Elemental Defense II (406)	
ash_hag	defensive_spells	Elemental Defense III (414)	
ash_hag	defensive_spells	Thurfel's Ward (503)	
ash_hag	treasure_other	glimmering blue essence shard	
ash_hag	treasure_other	essence of fire	
ash_hag	treasure_other	glimmering blue essence dust	
ashen_patrician_vampire	otherclass	Corporeal undead	
ashen_patrician_vampire	equipment	a swept-hilt veil iron rapier adorned with jewels	
ashen_patrician_vampire	defensive_spells	Mindward (1208)	
ashen_patrician_vampire	defensive_spells	Blink (1215)	
ashen_patrician_vampire	special_defenses	Health regeneration	
ashen_patrician_vampire	armaments	drake greatsword	
ashen_patrician_vampire	armaments	drake greataxe	
ashen_patrician_vampire	armaments	drake falchion	
ashen_patrician_vampire	treasure_other	ayanad crystal	
ashen_patrician_vampire	treasure_other	n'ayanad crystal	
ashen_patrician_vampire	treasure_other	petrified mammoth tusk	
athletic_dark_eyed_incubus	otherclass	Extraplanar	
athletic_dark_eyed_incubus	equipment	a pair of tight leather trousers	
athletic_dark_eyed_incubus	treasure_other	ayanad crystal	
baesrukha	otherclass	Corporeal undead	
baesrukha	defensive_spells	Elemental Defense I (401)	
baesrukha	defensive_spells	Elemental Defense II (406)	
baesrukha	defensive_spells	Elemental Defense III (414)	
baesrukha	defensive_spells	Thurfel's Ward (503)	
baesrukha	defensive_spells	Elemental Bias (508)	
baesrukha	treasure_other	Glowing violet essence dust	
baesrukha	treasure_other	glowing violet essence shard	
banded_rattlesnake	otherclass	Living	
banded_rattlesnake	equipment	a bruised left eye	
banded_rattlesnake	equipment	a bruised right eye	
bandit	otherclass	Living	
banshee	otherclass	Non-corporeal undead	
banshee	treasure_other	Inky necrotic core	
banshee	treasure_other	glowing violet mote of essence	
barbed_cavern_urchin	otherclass	Living	
barghest	otherclass	Non-corporeal undead	
barghest	equipment	a bruised left eye	
behemothic_gorefrost_golem	equipment	a firewheel arrow fletched with plain white feathers	
behemothic_gorefrost_golem	armaments	feras mattock	
behemothic_gorefrost_golem	armaments	drake scimitar	
behemothic_gorefrost_golem	armaments	drake greatsword	
behemothic_gorefrost_golem	armaments	drake falchion	
behemothic_gorefrost_golem	armaments	drake mace	
behemothic_gorefrost_golem	armaments	feras dagger	
behemothic_gorefrost_golem	armaments	feras falchion	
behemothic_gorefrost_golem	armaments	feras mace	
behemothic_gorefrost_golem	armaments	drake greataxe	
behemothic_gorefrost_golem	treasure_other	gigas artifact	
behemothic_gorefrost_golem	treasure_other	ayanad crystal	
behemothic_gorefrost_golem	treasure_other	n'ayanad crystal	
behemothic_gorefrost_golem	treasure_other	petrified mammoth tusk	
bent_being	otherclass	Living	
bent_being	defensive_spells	Elemental Defense I (401)	
bent_being	defensive_spells	Elemental Defense II (406)	
bent_being	defensive_spells	Elemental Defense III (414)	
bent_being	defensive_spells	Mass Blur (911)	
bent_being	defensive_spells	Prismatic Guard (905)	
bent_being	defensive_spells	Thurfel's Ward (503)	
big_ugly_kobold	otherclass	Living	
big_ugly_kobold	equipment	a short sword	
big_ugly_kobold	equipment	a wooden shield	
bighorn_sheep	otherclass	Living	
black_bear	otherclass	Living	
black_boar	otherclass	Living	
black_forest_ogre	otherclass	Living	
black_forest_ogre	otherclass	Boss	
black_forest_ogre	equipment	a rust-covered dhara	
black_forest_ogre	equipment	a rust-covered kite shield	
black_forest_ogre	equipment	some dusty leather armor	
black_forest_ogre	defensive_spells	Elemental Defense I (401)	
black_forest_ogre	defensive_spells	Elemental Defense II (406)	
black_forest_ogre	defensive_spells	Elemental Defense III (414)	
black_forest_ogre	defensive_spells	Elemental Barrier (430)	
black_forest_ogre	defensive_spells	Thurfel's Ward (503)	
black_forest_ogre	defensive_spells	Prismatic Guard (905)	
black_forest_ogre	defensive_spells	Mass Blur (911)	
black_forest_ogre	defensive_spells	Wizard's Shield (919)	
black_forest_ogre	treasure_other	Glowing violet essence shard	
black_forest_ogre	treasure_other	tiny golden seed	
black_forest_viper	otherclass	Living	
black_forest_viper	equipment	a bruised left eye	
black_forest_viper	equipment	a bruised right eye	
black_leopard	otherclass	Living	
black_panther	otherclass	Living	
black_rolton	otherclass	Living	
black_urgh	otherclass	Living	
black_winged_daggerbeak	otherclass	Living	
blackened_decaying_tumbleweed	otherclass	corporeal undead	
blazing_red_phoenix	otherclass	Element-based	
blazing_red_phoenix	otherclass	Magical	
blazing_red_phoenix	equipment	a firewheel arrow fletched with plain white feathers	
blazing_red_phoenix	defensive_spells	Mage Armor (520)	
blood_eagle	otherclass	Living	
bloody_halfling_cannibal	equipment	a twisted obsidian dagger	
bloody_halfling_cannibal	equipment	some frayed armor scraps adorned with glinting blue-white scales	
bloody_halfling_cannibal	defensive_abilities	unstun	able to break stuns
bloody_halfling_cannibal	defensive_abilities	vanish	able to evade an attack by hiding in the shadows
bloody_halfling_cannibal	armaments	drake falchion	
bloody_halfling_cannibal	armaments	drake greatsword	
bloody_halfling_cannibal	armaments	drake scimitar	
bloody_halfling_cannibal	armaments	drake mace	
bloody_halfling_cannibal	armaments	feras mattock	
bloody_halfling_cannibal	armaments	drake greataxe	
bloody_halfling_cannibal	armaments	feras falchion	
bloody_halfling_cannibal	armaments	feras hammer	
bloody_halfling_cannibal	armaments	feras mace	
bloody_halfling_cannibal	treasure_other	gigas artifact	
bloody_halfling_cannibal	treasure_other	ayanad crystal	
bloody_halfling_cannibal	treasure_other	n'ayanad crystal	
bloody_halfling_cannibal	treasure_other	petrified mammoth tusk	
blubbery_humpbacked_merrow	armaments	drake yierka-spur	
blubbery_humpbacked_merrow	armaments	feras mattock	
bobcat	otherclass	Living	
bog_spectre	otherclass	Non-corporeal undead	
bog_spectre	equipment	some rotting black leathers	
bog_spectre	defensive_spells	Elemental Defense I (401)	
bog_spectre	defensive_spells	Elemental Defense II (406)	
bog_spectre	defensive_spells	Spirit Defense (103)	
bog_spectre	defensive_spells	Spirit Warding I (101)	
bog_spectre	defensive_spells	Spirit Warding II (107)	
bog_spectre	treasure_other	Glowing violet essence shard	
bog_troll	otherclass	Living	
bog_troll	equipment	a thick wooden knurl	
bog_troll	equipment	some weed-covered brigandine	
bog_troll	treasure_other	small troll tooth	
bog_wight	otherclass	Corporeal undead	
bog_wight	otherclass	Boss	
bog_wight	equipment	a ragged blackened breastplate	
bog_wight	treasure_other	Glowing violet mote of essence	
bog_wraith	otherclass	Non-corporeal undead	
bog_wraith	equipment	a bruised left eye	
bone_golem	otherclass	Corporeal undead	
bone_golem	treasure_other	crystal core	
bony_tenthsworn_occultist	equipment	a crooked bloodwood runestaff carved with sinuous lines	
bony_tenthsworn_occultist	equipment	some dark mauve robes threaded with blood red sigils	
brawny_gigas_shield-maiden	equipment	a gilded steel breastplate adorned with faint scrollwork	
brawny_gigas_shield-maiden	equipment	a gold-tipped heavy spear	
brawny_gigas_shield-maiden	equipment	a riveted golden targe	
brawny_gigas_shield-maiden	defensive_spells	divine shield (1609)	
brawny_gigas_shield-maiden	defensive_spells	dauntless (1606)	
brawny_gigas_shield-maiden	defensive_abilities	damage resistance	able to gain resistance to damage type attacked with
brawny_gigas_shield-maiden	armaments	drake falchion	
brawny_gigas_shield-maiden	armaments	drake greatsword	
brawny_gigas_shield-maiden	armaments	drake mace	
brawny_gigas_shield-maiden	armaments	feras mattock	
brawny_gigas_shield-maiden	armaments	drake greataxe	
brawny_gigas_shield-maiden	treasure_other	gigas fragment	
brawny_gigas_shield-maiden	treasure_other	ayanad crystal	
brawny_gigas_shield-maiden	treasure_other	n'ayanad crystal	
brawny_gigas_shield-maiden	treasure_other	petrified mammoth tusk	
bresnahanini_rolton	otherclass	Living	
brown_boar	otherclass	Living	
brown_gak	otherclass	Living	
brown_spinner	otherclass	Living	
burly_goliath_engineer	otherclass	Living	
burly_goliath_engineer	defensive_spells	Mage Armor (520)	
burly_reiver	otherclass	Living	
burly_reiver	equipment	a steel dirk	
burly_reiver	equipment	a steel rimmed shield	
burly_reiver	equipment	some full plate	
burly_reiver	treasure_other	glimmering blue essence shard	
cadaverous_tatterdemalion_ghast	otherclass	Corporeal undead	
cadaverous_tatterdemalion_ghast	equipment	some faded sackcloth garments	
cadaverous_tatterdemalion_ghast	treasure_other	ayanad crystal	
cadaverous_tatterdemalion_ghast	treasure_other	n'ayanad crystal	
cadaverous_tatterdemalion_ghast	treasure_other	petrified mammoth tusk	
caedera	otherclass	Living	
caedera	otherclass	Magical	
caedera	equipment	a bruised left eye	
caedera	equipment	a bruised right eye	
carceris	otherclass	Corporeal undead	
carceris	equipment	some old tattered armor	
carceris	equipment	a mangled shield	
carceris	defensive_spells	Elemental Defense I (401)	
carceris	defensive_spells	Elemental Defense II (406)	
carceris	defensive_spells	Prismatic Guard (905)	
carceris	defensive_spells	Mass Blur (911)	
carceris	treasure_other	glimmering blue essence dust	
caribou	otherclass	Living	
carrion_worm	otherclass	Living	
cave_bear	otherclass	Living	
cave_gnoll	otherclass	Living	
cave_gnoll	equipment	a scimitar	
cave_gnoll	equipment	a wooden shield	
cave_gnoll	equipment	some reinforced leather	
cave_gnome	otherclass	Living	
cave_gnome	equipment	a handaxe	
cave_gnome	equipment	a leather breastplate	
cave_gnome	equipment	a reinforced shield	
cave_gnome	equipment	a short sword	
cave_gnome	equipment	a wooden shield	
cave_gnome	treasure_other	Alchemy (common)	
cave_gnome	treasure_other	ayanad crystal	
cave_lizard	otherclass	Living	
cave_lizard	treasure_other	s'ayanad crystal	
cave_lizard	treasure_other	ayanad crystal	
cave_nipper	otherclass	Living	
cave_troll	otherclass	Living	
cave_troll	equipment	a short sword	
cave_troll	equipment	a spear	
cave_troll	equipment	a war hammer	
cave_troll	equipment	a wooden shield	
cave_troll	equipment	some double leather	
cave_troll	defensive_spells	Spirit Warding II (107)	
cave_troll	treasure_other	small troll tooth	
cave_worm	otherclass	Living	
centaur	otherclass	Living	
centaur	otherclass	Boss	
centaur	equipment	a bruised left eye	
centaur	equipment	a bruised right eye	
centaur	equipment	a greatsword	
centaur	equipment	a leather breastplate	
centaur	equipment	a polished longsword	
centaur	equipment	a steel-bossed buckler	
centaur	equipment	some hardened cuirbouilli leather	
centaur	treasure_other	Glimmering blue essence shard	
centaur_ranger	otherclass	Living	
centaur_ranger	equipment	a wooden long bow	
centaur_ranger	equipment	some chain mail	
centaur_ranger	defensive_spells	Natural Colors (601)	
centaur_ranger	defensive_spells	Resist Elements (602)	
centaur_ranger	defensive_spells	Self Control (613)	
centaur_ranger	defensive_spells	Spirit Warding I (101)	
centaur_ranger	defensive_spells	Spirit Defense (103)	
centaur_ranger	treasure_other	Glimmering blue essence shardGlimmering blue mote of essence	
chitinous_kiramon_myrmidon	special_defenses	Brace-like effect	
chitinous_kiramon_myrmidon	special_defenses	Durable carapace	
cinder_wasp	otherclass	Living	
cinder_wasp	equipment	a bruised left eye	
cinder_wasp	equipment	a bruised right eye	
cinder_wasp	equipment	a completely severed left leg	
cinereous_chthonian_sybil	defensive_spells	Soul Ward (319)	
cinereous_chthonian_sybil	defensive_spells	Cloak of Shadows (712)	
cinereous_chthonian_sybil	defensive_spells	Blink (1215)	
cloud_sprite_meddler	defensive_spells	Natural Colors (601)	
cloud_sprite_meddler	defensive_spells	Thurfel's Ward (503)	
cloud_sprite_meddler	treasure_other	Weapons	
cobra	otherclass	Living	
cockatrice	otherclass	Living	
cold_guardian	treasure_other	Alchemy components, Lockpicks	
cold_guardian	treasure_other	essence of water	
colossus_vulture	otherclass	Living	
cook_s_assistant	defensive_spells	Elemental Defense I (401)	
cook_s_assistant	defensive_spells	Elemental Defense II (406)	
cook_s_assistant	defensive_spells	Elemental Defense III (414)	
cook_s_assistant	defensive_spells	Lesser Shroud (120)	
cook_s_assistant	defensive_spells	Spirit Defense (103)	
cook_s_assistant	defensive_spells	Spirit Warding I (101)	
cook_s_assistant	defensive_spells	Spirit Warding II (107)	
cougar	otherclass	Living	
cougar	otherclass	Boss	
coyote	otherclass	Living	
crackling_lightning_fiend	defensive_spells	Elemental Defense I (401)	
crackling_lightning_fiend	defensive_spells	Elemental Defense II (406)	
crackling_lightning_fiend	defensive_spells	Elemental Defense III (414)	
crackling_lightning_fiend	defensive_spells	Celerity (506)	
crazed_canine	otherclass	Living	
crazed_zombie	otherclass	Corporeal undead	
crazed_zombie	otherclass	Boss	
crazed_zombie	treasure_other	Glimmering blue essence shardGlimmering blue mote of essence	
crested_basilisk	otherclass	Living	
crested_basilisk	otherclass	Boss	
crested_basilisk	treasure_other	s'ayanad crystal	
crocodile	otherclass	Living	
crystal_crab	otherclass	Living	
crystal_crab	treasure_other	ayanad crystal	
crystal_golem	otherclass	Magical	
crystal_golem	treasure_other	a crystal core	
csetairi	otherclass	Living	
csetairi	otherclass	Magical	
csetairi	equipment	a green-black spiked collar	
csetairi	equipment	a green-black spiked helm	
csetairi	equipment	a razor-sharp green-black scimitar	
csetairi	defensive_spells	Spirit Warding I (101)	
csetairi	defensive_spells	Spirit Defense (103)	
csetairi	defensive_spells	Spirit Warding II (107)	
csetairi	defensive_spells	Lesser Shroud (120)	
csetairi	defensive_spells	Spirit Shield (202)	
csetairi	defensive_spells	Spell Shield (219)	
csetairi	defensive_spells	Heroism (215)	
csetairi	defensive_spells	Wall of Force (140)	
csetairi	defensive_spells	Spirit Strike (117)	
csetairi	treasure_other	tiny golden seed	
csetairi	treasure_other	n'ayanad crystal	
cyclops	otherclass	Living	
cyclops	otherclass	Magical	
cyclops	equipment	a fetid urgh hide	
cyclops	equipment	a splintered tree trunk	
dark_apparition	otherclass	Non-corporeal undead	
dark_apparition	equipment	a bruised left eye	
dark_frosty_plant	otherclass	corporeal undead	
dark_orc	otherclass	Living	
dark_orc	equipment	a crudely forged iron halberd	
dark_orc	equipment	a dented iron helm	
dark_orc	equipment	a falchion	
dark_orc	equipment	a wooden shield	
dark_orc	equipment	some augmented chain	
dark_orc	equipment	some wide-ring double chain	
dark_panther	otherclass	Living	
dark_shambler	otherclass	Living	
dark_shambler	equipment	a blackened twohanded sword	
dark_shambler	equipment	a broadsword	
dark_shambler	equipment	a bruised left eye	
dark_shambler	equipment	a bruised right eye	
dark_shambler	equipment	a completely severed right arm	
dark_shambler	equipment	a crude dark visored helm	
dark_shambler	equipment	a suit of form-fitting night black brigandine	
dark_shambler	equipment	a twohanded sword	
dark_shambler	equipment	a visored helm	
dark_shambler	equipment	a wooden shield	
dark_shambler	equipment	an immense dark steel bidenhander	
dark_shambler	equipment	some brigandine armor	
dark_shambler	treasure_other	s'ayanad crystal	
dark_shambler	treasure_other	ayanad crystal	
dark_vortece	otherclass	Magical	
dark_vortece	otherclass	Boss	
dark_vortece	immunities	magic	
dark_vortece	treasure_other	essence of air	
dark_vysan	otherclass	Living	
darken	otherclass	non-corporeal undead	
darken	defensive_abilities	invisibility	naturally invisible; requires 109 or 205 to reveal
darken	treasure_other	Glimmering blue essence shard	
darken	treasure_other	glimmering blue mote of essence	
darkly_inked_fetish_master	otherclass	Extraplanar	
darkly_inked_fetish_master	otherclass	Living	
darkly_inked_fetish_master	equipment	a stout rotting wood staff	
darkly_inked_fetish_master	equipment	some loosely fitted torn ochre robes	
darkly_inked_fetish_master	defensive_spells	Spirit Warding II (107)	
darkly_inked_fetish_master	defensive_spells	Lesser Shroud (120)	
darkly_inked_fetish_master	defensive_spells	Spirit Warding I (101)	
darkly_inked_fetish_master	defensive_spells	Spirit Defense (103)	
darkwoode	otherclass	Corporeal undead	
darkwoode	equipment	a wooden shield	
death_dirge	otherclass	Corporeal undead	
death_dirge	equipment	a black scimitar	
deathsworn_fanatic	otherclass	Living	
deathsworn_fanatic	equipment	a copper serpent necklace	
deathsworn_fanatic	equipment	some stained emerald robes	
deathsworn_fanatic	defensive_spells	Cloak of Shadows (712)	
deathsworn_fanatic	defensive_spells	Elemental Defense I (401)	
deathsworn_fanatic	defensive_spells	Elemental Defense II (406)	
deathsworn_fanatic	defensive_spells	Elemental Defense III (414)	
deathsworn_fanatic	defensive_spells	Spirit Shield (202)	
deathsworn_fanatic	defensive_spells	Spirit Warding I (101)	
deathsworn_fanatic	defensive_spells	Spirit Warding II (107)	
deathsworn_fanatic	defensive_spells	Elemental Targeting (425)	
deathsworn_fanatic	defensive_spells	Elemental Barrier (430)	
decaying_citadel_guardsman	otherclass	corporeal undead	
decaying_citadel_guardsman	equipment	a tarnished and rusted Hammer of Kai	
decaying_citadel_guardsman	equipment	some faded buff and blue hauberk	
decaying_citadel_guardsman	armaments	polished red steel Hammer of Kai	
decaying_citadel_guardsman	treasure_other	inky necrotic core	
deranged_sentry	otherclass	Living	
deranged_sentry	equipment	a pair of unlaced boots	
deranged_sentry	equipment	a pearlescent abalone-hafted halberd	
deranged_sentry	equipment	some garish shell-studded leathers	
desiccated_half_krolvin_strigoi	otherclass	Corporeal undead	
desiccated_half_krolvin_strigoi	equipment	some tattered hide clothing adorned with bone buttons	
dhu_goleras	otherclass	Living	
dhu_goleras	otherclass	Magical	
dhu_goleras	otherclass	Boss	
dhu_goleras	equipment	a bone-handled dagger	
dhu_goleras	treasure_other	tiny golden seed	
direbear	otherclass	Living	
disfigured_hive_thrall	equipment	some tattered clothing scraps	
disfigured_hive_thrall	defensive_spells	Iron Skin (1202)	
disfigured_hive_thrall	defensive_spells	Foresight (1204)	
disfigured_hive_thrall	defensive_spells	Focus Barrier (1216)	
disfigured_hive_thrall	defensive_spells	Spirit Strike (117)	
dobrem	otherclass	Living	
dobrem	otherclass	Boss	
dreadnought_raptor	otherclass	Living	
dreadnought_raptor	otherclass	Boss	
dust_beetle	otherclass	Living	
dybbuk	otherclass	Corporeal undead	
dybbuk	otherclass	Boss	
dybbuk	equipment	a length of rusted chain	
dybbuk	treasure_other	Glowing violet essence dust	
earth_elemental	otherclass	Extraplanar	
earth_elemental	otherclass	Magical	
earth_elemental	equipment	a massive iron-banded greatshield	
earth_elemental	equipment	a massive pitted iron pavis	
earth_elemental	special_defenses	30% weapon damage factor reduction	
earth_elemental	treasure_other	essence of earth	
eidolon	otherclass	Non-corporeal undead	
eidolon	equipment	a blackened staff	
eidolon	equipment	some tattered robes	
eidolon	defensive_spells	Spirit Warding I (101)	
eidolon	defensive_spells	Spirit Defense (103)	
eidolon	defensive_spells	Lesser Shroud (120)	
eidolon	defensive_spells	Elemental Defense I (401)	
eidolon	defensive_spells	Elemental Defense II (406)	
eidolon	defensive_spells	Elemental Defense III (414)	
eidolon	treasure_other	Glowing violet mote of essence	
elder_ghoul_master	otherclass	Corporeal undead	
elder_ghoul_master	equipment	a blackened claidhmore	
elder_ghoul_master	equipment	some blackened brigandine	
elder_tree_spirit	otherclass	Non-corporeal undead	
elder_tree_spirit	treasure_other	Glimmering blue essence dust	
emaciated_hierophant	otherclass	Living	
emaciated_hierophant	equipment	a dented iron pavis	
emaciated_hierophant	equipment	a scorched rune-etched espadon	
emaciated_hierophant	defensive_spells	Spirit Defense (103)	
emaciated_hierophant	defensive_spells	Spirit Warding II (107)	
emaciated_hierophant	defensive_spells	Fasthr's Reward (115)	
emaciated_hierophant	defensive_spells	Lesser Shroud (120)	
emaciated_hierophant	defensive_spells	Natural Colors (601)	
emaciated_hierophant	defensive_spells	Resist Elements (602)	
emaciated_hierophant	defensive_spells	Mobility (618)	
emaciated_hierophant	defensive_spells	Spirit Warding I (101)	
emaciated_hierophant	treasure_other	Glowing violet essence dust	
emaciated_hierophant	treasure_other	glowing violet essence shard	
emaciated_hierophant	treasure_other	tiny golden seed	
emaciated_hierophant	treasure_other	n'ayanad crystal	
enormous_mosquito	equipment	a blinded left eye	
enormous_mosquito	equipment	a possible mild concussion	
enormous_rift_crawler	otherclass	Extraplanar	
enormous_rift_crawler	otherclass	Living	
enormous_rift_crawler	otherclass	Magical	
ethereal_mage_apprentice	otherclass	Non-corporeal undead	
ethereal_mage_apprentice	equipment	a polished black oak runestaff	
ethereal_mage_apprentice	equipment	a polished red steel Hammer of Kai	
ethereal_mage_apprentice	equipment	some simple buff tattered leathers	
ethereal_mage_apprentice	defensive_spells	Thurfel's Ward (503)	
ethereal_mage_apprentice	defensive_spells	Elemental Defense III (414)	
ethereal_mage_apprentice	treasure_other	Glowing violet essence dust	
ethereal_mage_apprentice	treasure_other	inky necrotic core	
ethereal_triton_psionicist	otherclass	non-corporeal undead	
ethereal_triton_psionicist	otherclass	Boss	
ethereal_triton_psionicist	defensive_spells	Empathic Focus (1109)	
ethereal_triton_psionicist	defensive_spells	Strength of Will (1119)	
ethereal_triton_psionicist	defensive_spells	Intensity (1130)	
ethereal_triton_psionicist	defensive_spells	Iron Skin (1202)	
ethereal_triton_psionicist	defensive_spells	Foresight (1204)	
ethereal_triton_psionicist	defensive_spells	Mindward (1208)	
ethereal_triton_psionicist	defensive_spells	Blink (1215)	
ethereal_triton_psionicist	defensive_spells	Premonition (1220)	
ethereal_triton_psionicist	treasure_other	ayanad crystal	
ethereal_triton_psionicist	treasure_other	n'ayanad crystal	
ethereal_triton_sentry	otherclass	Non-corporeal undead	
ethereal_triton_sentry	equipment	a twisted soot black runestaff capped with a gold-caged crystal drop of water	
ethereal_triton_sentry	defensive_spells	Fasthr's Reward (115)	
ethereal_triton_sentry	defensive_spells	Elemental Defense II (406)	
ethereal_triton_sentry	defensive_spells	Elemental Defense III (414)	
ethereal_triton_sentry	defensive_spells	Spirit Warding II (107)	
ethereal_triton_sentry	defensive_spells	Elemental Defense I (401)	
ethereal_triton_sentry	defensive_spells	Spirit Warding I (101)	
ethereal_triton_sentry	treasure_other	inky necrotic core	
ethereal_triton_sentry	treasure_other	n'ayanad crystal	
eyeless_black_valravn	otherclass	Corporeal undead	
eyeless_black_valravn	treasure_other	ayanad crystal	
eyeless_black_valravn	treasure_other	n'ayanad crystal	
eyeless_black_valravn	treasure_other	petrified mammoth tusk	
fallen_crusader	otherclass	Non-corporeal undead	
fallen_crusader	otherclass	Extraplanar	
fallen_crusader	equipment	a gilt-edged steel talon sword	
fallen_crusader	equipment	a gold-spiked black morning star	
fallen_crusader	equipment	a pitted golden chain hauberk	
fallen_crusader	equipment	a reinforced dark steel kite shield	
fallen_crusader	defensive_spells	Spirit Warding I (101)	
fallen_crusader	defensive_spells	Spirit Defense (103)	
fallen_crusader	defensive_spells	Spirit Warding II (107)	
fallen_crusader	defensive_spells	Fasthr's Reward (115)	
fallen_crusader	defensive_spells	Lesser Shroud (120)	
fallen_crusader	defensive_spells	Mantle of Faith (1601)	
fallen_crusader	defensive_spells	Divine Shield (1609)	
fallen_crusader	defensive_spells	Spirit Strike (117)	
fallen_crusader	treasure_other	Inky necrotic core	
fanged_goblin	otherclass	Living	
fanged_goblin	equipment	a handaxe	
fanged_goblin	equipment	a leather breastplate	
fanged_goblin	equipment	a spear	
fanged_goblin	equipment	a wooden shield	
fanged_goblin	equipment	some reinforced leather	
fanged_rodent	otherclass	Living	
fanged_viper	otherclass	Living	
fenghai	otherclass	Living	
fenghai	otherclass	Magical	
fenghai	otherclass	Boss	
fenghai	equipment	a bruised left eye	
fenghai	equipment	a bruised right eye	
fenghai	equipment	a greatsword	
fenghai	equipment	a scimitar	
fenghai	defensive_spells	Elemental Defense I (401)	
fenghai	defensive_spells	Elemental Defense II (406)	
fenghai	defensive_spells	Elemental Defense III (414)	
fenghai	defensive_spells	Elemental Focus (513)	
fenghai	defensive_spells	Thurfel's Ward (503)	
fenghai	defensive_spells	Wizard's Shield (919)	
fenghai	treasure_other	Glimmering blue essence shard	
fenghai	treasure_other	s'ayanad crystal	
fenghai	treasure_other	ayanad crystal	
festering_taint	otherclass	Living	
festering_taint	equipment	a possible mild concussion	
festering_taint	defensive_spells	Lesser Shroud (120)	
festering_taint	defensive_spells	Spirit Defense (103)	
festering_taint	defensive_spells	Spirit Warding I (101)	
festering_taint	defensive_spells	Spirit Warding II (107)	
festering_taint	defensive_spells	Wall of Force (140)	
