family	name	role	order	flags	extra	pattern
attack	divine_wrath		27		group=spell	The ground shakes powerfully directly underneath (?<target>.+?) as a beam of golden light lances away from (?:you|.+?) to transfix .+?\.
attack	divine_wrath		28		group=spell	As several faintly glowing snowflakes settle upon (?<target>[^,]+), they ignite with cold white flame\.
attack	divine_wrath		29		group=spell	Guided by the knowledge within you, you concentrate upon (?<target>[^,]+), and, by strength of will alone, you expose the natural weaknesses of .+?\.
attack	divine_wrath		30		group=spell	A shroud of pale pink light suddenly encircles (?:a |an )?(?<target>[^,]+), and tiny tongues of pure white flame flicker at the heart of the shroud\.
attack	divine_wrath		31		group=spell	As your gaze falls across (?:a |an )?(?<target>[^,]+), brilliant radiance suddenly surrounds (?:him|her|it), burning as brightly as the sun\.
attack	divine_wrath		32		group=spell	Seen only by your spirit gaze, one of the dream unicorns lowers its head and charges fiercely toward (?<target>[^!]+)! Just before impact, the unicorn's horn glows fiercely amber in hue\.
attack	divine_wrath		33		group=spell	Accompanied by a particularly impressive gust of wind, a fleeting golden blur flashes past (?<target>[^.]+)\.
attack	divine_wrath		34		group=spell	Shimmering black flames lash out toward (?<target>[^,]+), encircling the .+? in their deadly grasp\.
attack	divine_wrath		35		group=spell	Long, spectral talons materialize from midair to tear viciously at the body of (?<target>[^!]+)!
attack	divine_wrath		36		group=spell	A tendril of black mist suddenly senses the proximity of (?<target>[^.]+)\. The mist expands into a large, quickly moving, highly lethal cloud that rapidly surrounds .+?, obliterating it from view\.
attack	divine_wrath		37		group=spell	As (?<target>.+?) comes too close to a tendril of black mist, the mist suddenly expands into a large black cloud, which rapidly surrounds .+?, obliterating .+? from view\.
attack	divine_wrath		38		group=spell	A shadowy figure briefly materializes behind (?<target>[^,]+), and a silent scream courses over .+? visage\.
attack	divine_wrath		39		group=spell	The ethereal barbed whip that lies loosely coiled around you uncoils at terrifying speed\. It snaps out toward (?<target>[^!]+)!
attack	divine_wrath		40		group=spell	Suddenly, (?<target>.+?) tries to bolt away, but instead smashes into a wall of spectral force hidden within the shadows!
attack	divine_wrath		41		group=spell	Divine will surges through you, and you command the scimitar to strike at (?<target>[^.]+)\.
attack	divine_wrath		42		group=spell	An ethereal pair of feathered white wings materializes from midair and closes around (?<target>[^.]+)\.
attack	divine_wrath		43		group=spell	You notice (?<target>.+?) nearby\. How marvelous! You command (?:the moon Liabo|some lilies of the valley|the bartender|seventeen will'o'the'wisps) to 
attack	divine_wrath		44		group=spell	Suddenly, a long, leafy vine shoots out and tries to wrap around (?:a |an )?(?<target>[^.]+)\.
attack	divine_wrath		45		group=spell	[Aa] tendril of scarlet mist lashes away from you to coil around (?<target>.+?) with a suddenly razor-sharp edge\.
attack	divine_wrath		46		group=spell	A strand of barnacle-laced kelp suddenly lashes out at (?<target>[^!]+)!(?:  As the slippery skein connects, strands of silvery mist coil around .+? furiously\.)?
attack	divine_wrath		47		group=spell	A silver-bladed scythe materializes from thin air, spinning end over end as it hurtles toward (?<target>[^!]+)!
attack	divine_wrath		48		group=spell	One of the vines suddenly whips about and lashes out at (?<target>[^!]+)! Despite its slightly ethereal appearance, the vine moves with every evidence of heavy, solid weight\.
attack	divine_wrath		49		group=spell	A shadowy black rose touches (?<target>.+?) and wraps immediately about it, struggling to force its long, barbed thorns into (?:the .+?|it)\.
attack	divine_wrath		50		group=spell	A dagger of ivory light suddenly flashes away from the aura surrounding you to strike at (?<target>[^.]+)\.
attack	divine_wrath		51		group=spell	^(?:.*, )?[Tt]he intense waves of elegant sound focus upon (?<target>[^.]+)\.
attack	divine_wrath		52		group=spell	A bone-shafted crossbow bolt flies out of the shadows toward (?<target>[^!]+)!
attack	divine_wrath		53		group=spell	Listening carefully to the quiet harmony around you, you give voice to wordless song, and the notes of your song ring discordantly against the sounds of the world that relate to (?:a |an )?(?<target>[^.]+)\.
attack	divine_wrath		54		group=spell	A glowing golden rose touches (?<target>.+?) and bursts into scarlet flame!
attack	earthen_fury		55		group=spell	Fiery debris explodes from the ground beneath (?<target>[^!]+)!
attack	earthen_fury		56		group=spell	Craggy debris explodes from the ground beneath (?<target>[^!]+)!
attack	earthen_fury		57		group=spell	The earth cracks beneath (?<target>[^,]+), releasing a column of frigid air!
attack	earthen_fury		58		group=spell	Icy stalagmites burst from the ground beneath (?<target>[^!]+)!
attack	ewave		59		group=spell	(?:An?|Some) (?<target>.+?) is buffeted by the (?:.+? ethereal (?:waves|sphere)|formless black (?:waves|sphere))(?: and is knocked to the ground)?\.
attack	natures_fury		60		group=spell	The surroundings advance upon (?<target>.+?) with relentless fury!
attack	pain		61		group=spell	(?<target>.+?) twists in great pain!
attack	searing_light		62		group=spell	The radiant burst of light engulfs (?<target>[^!]+)!
attack	spikethorn		63		group=spell	Dozens of long thorns suddenly grow out from the ground underneath (?<target>[^!]+)!
attack	stone_fist		64		group=spell	The (?:ground|floor) beneath (?<target>you|.+?) rumbles, then erupts in a shower of rubble that coalesces in to an? (?:enormous|large),? ?.*?hand(?: with .+? fingers)? in mid-air\.
attack	sunburst		65		group=spell	The dazzling solar blaze flashes before (?<target>[^!]+)!
attack	tangleweed		66		group=spell	The (?<weed>.+?) lashes out violently at (?<target>[^,]+), dragging .+? to the (?:ground|floor)!
attack	tangleweed		67		group=spell	The (?<weed>.+?) lashes out at (?<target>[^,]+), wraps itself around .+? body and entangles .+? on the (?:ground|floor)\.
attack	tangleweed		68		group=spell	The (?<weed>.+?) lashes out at (?<target>[^,]+), but is unable to grasp
attack	tangleweed		69		group=spell	The (?<weed>.+?) grabs at (?<target>[^,]+), unable to find a purchase\.
attack	tonis_bolt		70		group=spell	You unleash a bolt of churning air at (?<target>[^!]+)!
attack	unbalance		71		group=spell	Bands of spectral mist ripple and surge beneath (?<target>[^!]+)!
attack	web		72		group=spell	Cloudy wisps swirl about (?<target>.+?)\.
attack	weapon_infusion		73		group=spell	As (?<attacker>.+?) attempts to strike with .+?, a surge of power flows out of it, through .+?, and leaps out at (?<target>[^!]+)!
attack	fiery_barbs		74		group=spell	Fiery red barbs uncoil from the shadows near (?<attacker>.+?) and lash out at (?<target>[^!]+)!
attack	flaming_aura		75		group=spell	The flaming aura surrounding (?<attacker>.+?) lashes out at (?<target>[^!]+)!
attack	spiritual_malady		76		group=spell	A spiritual malady wracks (?<target>.+?) causing \d+ points? of damage!
attack	astral_spear		77		group=wiki_spell	You project a thin spear of nacreous light at (?<target>[^!]+)!
attack	bone_shatter		78		group=wiki_spell	You concentrate intently on (?<target>[^,]+), and a pulse of .+? energy ripples toward (?:it|him|her)!
attack	bone_shatter		79		group=wiki_spell	(?<attacker>.+?) concentrates intently on (?<target>you|[^,]+), and a pulse of .+? energy ripples toward (?:you|it|him|her)!
attack	curse		80		group=wiki_spell	A thread of .+? magic issues forth from your hand toward (?<target>[^.]+)\.
attack	curse		81		group=wiki_spell	Holding (?<target>.+?) in your gaze, you utter a foul curse upon (?:him|her|it)\.
attack	divine_fury		82		group=wiki_spell	Particles of dust and soot rise from the (?:ground|floor) at your feet as you release a pulsating, platinum ripple of energy toward (?<target>[^!]+)!
attack	evil_eye		83		group=wiki_spell	You turn to stare at (?<target>[^.]+)\.
attack	elemental_strike		84		group=wiki_spell	A vortex of elemental energy suddenly strikes (?<target>[^!]+)!
attack	fervent_reproach		85		group=wiki_spell	With a quick flick of your wrists, the orbs dance through the air toward (?<target>[^!]+)!
attack	force_projection		86		group=wiki_spell	A translucent force moves outward from you and toward (?<target>[^.]+)\.
attack	judgment		87		group=wiki_spell	A chain of lightning erupts from the tip of the ethereal trident, striking (?<target>[^!]+)!
attack	judgment		88		group=wiki_spell	A strum of crimson notes float out from the strings of the ethereal lute, striking (?<target>[^!]+)!
attack	judgment		89		group=wiki_spell	A shockwave of golden energy ripples out from the head of the ethereal forging hammer, striking (?<target>[^!]+)!
attack	judgment		90		group=wiki_spell	A swarm of translucent bees spiral from the petals of the ethereal blossom, striking (?<target>[^!]+)!
attack	judgment		91		group=wiki_spell	A veil of grey vapor spews forth from the interior of the ethereal crystal ball, striking (?<target>[^!]+)!
attack	judgment		92		group=wiki_spell	A flare of silver energy blasts from the fist of the silver arm, striking (?<target>[^!]+)!
attack	judgment		93		group=wiki_spell	A blast of white energy bursts from the tip of the ethereal sceptre, striking (?<target>[^!]+)!
attack	judgment		94		group=wiki_spell	A flurry of golden snowflake-shaped motes unwind from the chain of the ethereal keys, striking (?<target>[^!]+)!
attack	judgment		95		group=wiki_spell	An arc of multihued light leaps from the parchment of the ethereal scroll, striking (?<target>[^!]+)!
attack	judgment		96		group=wiki_spell	A cloud of flame-hued petals drifts from the edge of the heart-shaped chakram, striking (?<target>[^!]+)!
attack	judgment		97		group=wiki_spell	A ray of brilliant sunlight gleams from the edge of the ethereal chakram, striking (?<target>[^!]+)!
attack	judgment		98		group=wiki_spell	A plume of silver starlit flames stream from the edge of (?:your|the) ethereal sword, striking (?<target>[^!]+)!
attack	judgment		99		group=wiki_spell	A volley of black shards gleam from the tip of the claws, striking (?<target>[^!]+)!
attack	judgment		100		group=wiki_spell	A curl of black flames unravel from the tip of the ethereal sceptre, striking (?<target>[^!]+)!
attack	judgment		101		group=wiki_spell	A flurry of parchment flies out from the inside of the ethereal tome, striking (?<target>[^!]+)!
attack	judgment		102		group=wiki_spell	A length of a green tentacle bursts out from the tendrils of mist, striking (?<target>[^!]+)!
attack	judgment		103		group=wiki_spell	A cloud of noxious black-green gas emits from the center of the ethereal pentacle, striking (?<target>[^!]+)!
attack	judgment		104		group=wiki_spell	A flurry of sanguine slivers fly from the edge of the ethereal whip, striking (?<target>[^!]+)!
attack	judgment		105		group=wiki_spell	A black jackal-shaped visage leaps from the shadows, striking (?<target>[^!]+)!
attack	judgment		106		group=wiki_spell	A barrage of purple essence flings from the surface of the ethereal shield, striking (?<target>[^!]+)!
attack	judgment		107		group=wiki_spell	A barrage of viridian essence sprays from the blade of the ethereal falarica, striking (?<target>[^!]+)!
attack	judgment		108		group=wiki_spell	A blast of multihued plasma flares out from the center of the ethereal sphere, striking (?<target>[^!]+)!
attack	judgment		109		group=wiki_spell	A chain of blazing fire whips out from the surface of the ethereal shield, striking (?<target>[^!]+)!
attack	judgment		110		group=wiki_spell	A gust of shimmering air blows from the edge of the ethereal feathered armband, striking (?<target>[^!]+)!
attack	judgment		111		group=wiki_spell	A number of green vines lash out from the center of the ethereal lily-shaped talisman, striking (?<target>[^!]+)!
attack	judgment		112		group=wiki_spell	A shaft of dark essence blazes from the center of the ethereal hourglass, striking (?<target>[^!]+)!
attack	judgment		113		group=wiki_spell	A simple beam of white energy flares out from the tip of the ethereal stiletto, striking (?<target>[^!]+)!
attack	judgment		114		group=wiki_spell	A spiral of multi-hued essence streams out from the edge of the ethereal boomerang, striking (?<target>[^!]+)!
attack	judgment		115		group=wiki_spell	A streak of ivory energy flares out from the blade of the ethereal dagger, striking (?<target>[^!]+)!
attack	judgment		116		group=wiki_spell	A succession of crimson energy is emitted from the two-headed serpent, striking (?<target>[^!]+)!
attack	judgment		117		group=wiki_spell	A surge of white fire blazes from the center of the ethereal shield, striking (?<target>[^!]+)!
attack	judgment		118		group=wiki_spell	A sweep of silver essence slashes out from the blade of the ethereal scythe, striking (?<target>[^!]+)!
attack	judgment		119		group=wiki_spell	A torrent of incarnadine essence streams out from the blade of the ethereal scimitar, striking (?<target>[^!]+)!
attack	judgment		120		group=wiki_spell	A trill of delicate, yellow notes drifts out from the end of the ethereal flute, striking (?<target>[^!]+)!
attack	judgment		121		group=wiki_spell	A wave of grey vibrations washes out from the inside of the ethereal conch shell, striking (?<target>[^!]+)!
attack	judgment		122		group=wiki_spell	An arc of silver-grey tendrils spiral out from the blade of the ethereal sickle, striking (?<target>[^!]+)!
attack	kais_smite		123		group=wiki_spell	You attempt to smite (?<target>[^!]+)!
attack	limb_disruption		124		group=wiki_spell	The (?<target>.+?)'s (?:right|left) (?:leg|arm|hand|eye) explodes!
attack	moonbeam		125		group=wiki_spell	You level a nebulous beam of shadowy luminescence at (?<target>[^!]+)!
attack	moonbeam		126		group=wiki_spell	you draw down a shaft of \w+ moonlight and bathes? (?<target>.+?) in its \w+ glow\.
attack	pestilence		127		group=wiki_spell	You exhale a virulent green mist toward (?<target>[^,]+), instantly infecting
attack	pestilence		128		group=wiki_spell	(?<attacker>.+?) exhales a virulent green mist toward (?<target>[^,]+), instantly infecting
attack	pestilence		129		group=wiki_spell	(?<target>.+?) howls in pain as virulent green mist passes through (?:his|her|its) form causing \d+ points of damage!
attack	pestilence		130		group=wiki_spell	Boils rupture all over (?<target>.+?) causing \d+ points of damage!
attack	pestilence		131		group=wiki_spell	Pustules break out all over (?<target>.+?) causing \d+ points of damage!
attack	pestilence		132		group=wiki_spell	Pus-filled sores erupt on (?<target>.+?) causing \d+ points of damage!
attack	pestilence		133		group=wiki_spell	(?<target>.+?) wails as painful boils form and erupt causing \d+ points of damage!
attack	pestilence		134		group=wiki_spell	(?<target>.+?)'s skin hardens into a black rot and begins to crumble causing \d+ points of damage!
attack	pestilence		135		group=wiki_spell	(?<target>.+?)'s skin necrotizes and falls away as an indiscernible mass causing \d+ points of damage!
attack	pestilence		136		group=wiki_spell	(?<target>.+?) begins hemorrhaging from multiple orifices causing \d+ points of damage!
attack	pestilence		137		group=wiki_spell	The sickly green miasma around (?<target>.+?) flares causing \d+ points of damage!
attack	smite_undead		138		group=wiki_spell	A scintillating, blue-white aura encompasses (?<target>[^.]+)\.
attack	song_of_rage		139		group=wiki_spell	A dull keening quickly crescendos into a singular shrill note focused directly at (?<target>[^.]+)\.
attack	stunning_shout		140		group=wiki_spell	(?<target>.+?) is struck violently by the tightly focused sonic energy of your cacophonous shout!
attack	spellsong		141		group=wiki_spell	You weave another verse into your harmony, directing the sound of your voice at (?<target>[^.]+)\.
attack	sunburst		142		group=wiki_spell	A sudden burst of bright light emanates from your hand toward (?<target>[^!]+)!
attack	templars_verdict		143		group=wiki_spell	Violet flames erupt from beneath (?<target>.+?)\.
attack	thought_lash		144		group=wiki_spell	A crackling whip of energy lashes out at (?:the )?(?<target>[^!]+)!
attack	web_bolt		145		group=wiki_spell	You shoot strands of webbing at (?<target>[^!]+)!
attack	wither		146		group=wiki_spell	A nebulous haze shimmers into view around (?<target>[^,.]+)
attack	cast		147		group=wiki_spell	You gesture at (?<target>[^.!]+)[.!]
attack	bolt		148		group=wiki_spell	You hurl (?:a|an|some) (?<bolt>.+?) at (?<target>[^!]+)!
attack	bolt		149		group=wiki_spell	You unleash a compact swirling vortex at (?<target>[^!]+)!
attack	haymaker		150		group=maneuver	You clench your (?:right|left) fist and bring your arm back for a roundhouse punch aimed at (?<target>[^!]+)!
attack	haymaker		151		group=maneuver	(?<attacker>.+?) clenches (?:his|her|its) (?:right|left) fist and brings (?:his|her|its) arm back for a roundhouse punch aimed at (?<target>[^!]+)!
attack	headbutt		152		group=maneuver	You charge towards (?<target>.+?) and attempt to headbutt (?:him|her|it)!
attack	headbutt		153		group=maneuver	(?<attacker>.+?) charges towards you and attempts a headbutt!
attack	bull_rush		154		group=maneuver	You rush towards (?<target>.+?) and connect with a shoulder check!
attack	bull_rush		155		group=maneuver	(?<attacker>.+?) rushes towards (?<target>.+?) and connects with a shoulder check!
attack	cutthroat		156		group=maneuver	You spring from hiding and attempt to grasp (?<target>.+?) by the chin while slitting (?:his|her|its) throat with your .+?!
attack	cutthroat		157		group=maneuver	You spring from hiding and attempt to cut (?<target>.+?)'s throat!
attack	cutthroat		158		group=maneuver	(?<attacker>.+?) springs upon (?<target>you|.+?) from behind and attempts to slit (?:your|his|her|its) throat(?: with (?:his|her|its) .+?)?!
attack	bearhug		159		group=maneuver	(?<attacker>.+?) charges towards (?<target>you|.+?) and attempts to grasp (?:you|him|her|it) in a ferocious bearhug!
attack	mug		160		group=maneuver	You boldly accost (?<target>.+?), your attack masking your larcenous intent!
attack	mug		161		group=maneuver	Taking advantage of the scuffle, you roughly pat (?<target>.+?) down for hidden valuables!
attack	charge		162		group=maneuver	(?<attacker>.+?) rushes forward at (?<target>you|.+?) with (?:his|her|its) .+? and attempts a charge!
attack	charge		163		group=maneuver	You rush forward at (?<target>.+?) with your .+? and attempt a charge!
attack	garrote		164		group=maneuver	You fling your .+? around (?<target>.+?)'s neck and snap it taut\.
attack	garrote		165		group=maneuver	(?<attacker>.+?) (?:jumps on your back and )?flings a (?<weapon>.+?) around your neck and snaps it taut\.
attack	groin_kick		166		group=maneuver	(?<attacker>.+?) kicks at (?<target>your|.+?'s) groin!
attack	groin_kick		167		group=maneuver	You attempt to deliver a kick to (?<target>.+?'s) groin!
attack	groin_kick		168		group=maneuver	(?<attacker>.+?) kicks (?:his|her|its) leg at (?<target>your|.+?'s) groin and connects!
attack	dirtkick		169		group=maneuver	You manage to kick a large clump of dust at (?<target>[^!]+)!
attack	feint		170		group=maneuver	You feint (?:high|low|to the (?:left|right))\.\s+(?<target>.+?) buys the ruse
attack	feint		171		group=maneuver	You feint (?:high|low|to the (?:left|right)), but (?<target>.+?) (?:isn't|is not) fooled
attack	spell_thieve		172		group=maneuver	You hang back for a moment and concentrate on the magical wards surrounding (?<target>[^,]+), before sneaking in an attack
attack	leg_sweep		173		group=maneuver	You crouch and sweep a leg at (?<target>[^!]+)!
attack	silent_strike		174		group=maneuver	You quickly leap from hiding to deliver your attack!
attack	ambush		175		group=maneuver	You step from hiding and attack!
attack	thrash		176		group=maneuver	You bring your .+? around in a tight arc to batter (?<target>.+?) into submission!
attack	smite		177		group=maneuver	You level your .+? at (?<target>.+?) and call down the excoriating power of .+? to smite (?:him|her|it)!
attack	flurry_of_blows		178		group=maneuver	You quickly pivot and follow up with a jab against (?<target>[^!]+)!
attack	executioners_stance		179		group=maneuver	Barely breaking your momentum, you continue on to attack (?<target>[^!]+)!
attack	whirling_dervish		180		group=maneuver	You deftly switch your ongoing (?:attack|assault) towards (?<target>[^!]+)!
attack	subdual_strike		181		group=maneuver	(?<attacker>.+?) springs from the shadows and strikes at you!
attack	trip		182		group=maneuver	With a fluid whirl, (?<attacker>.+?) plants (?<weapon>.+?) firmly into the ground near you and jerks the weapon sharply sideways\.
attack	trip		183		group=maneuver	With a fluid whirl, you plant (?<weapon>.+?) firmly into the ground near (?<target>.+?) and jerk the weapon sharply sideways\.
attack	shield_bash		184		group=maneuver	You lunge forward at (?<target>.+?) with your (?<weapon>.+?) and attempt a shield bash!
attack	shield_pin		185		group=maneuver	You attempt to expose a vulnerability with a diversionary shield bash on (?<target>[^!]+)!
attack	shield_push		186		group=maneuver	You raise your (?<weapon>.+?) before you and attempt to push (?<target>.+?) away!
attack	shield_strike		187		group=maneuver	You launch a quick bash with your (?<weapon>.+?) at (?<target>[^!]+)!
attack	shield_charge		188		group=maneuver	You raise your (?<weapon>.+?) before you and charge headlong towards (?<target>[^!]+)!
attack	shield_charge		189		group=maneuver	You charge forward at (?<target>.+?) with your (?<weapon>.+?) and attempt a shield charge!
attack	eviscerate		190		group=maneuver	You uncoil from the shadows, your (?<weapon>.+?) poised to eviscerate (?<target>[^!]+)!
attack	coup_de_grace		191		group=maneuver	You lunge towards (?<target>.+?), intending to finish (?:him|her|it) off!
attack	shadow_barb		192		group=maneuver	Your umbrous wings twitch sharply, launching a barbed shard of shadow that hisses through the air toward (?<target>[^!]+)!
attack	barbed_sweep		193		group=maneuver	The dark tendrils thrash across (?<target>.+?)'s skin in a devastating assault!
attack	whirlwind		194		group=maneuver	Twisting and spinning among your foes, you lash out again and again with the force of a reaping whirlwind!
attack	whirlwind		195		group=maneuver	You turn and sweep your (?<weapon>.+?) at (?<target>[^!]+)!
attack	whirlwind		196		group=maneuver	(?<target>.+?) is struck in your flurry of sweeping strikes!
attack	subdue		197		group=maneuver	You spring from hiding and aim a blow at (?<target>.+?)'s head!
attack	relentless_assault		198		group=maneuver	Relentless in your assault, you unleash a frenzy of violence upon (?<target>[^!]+)!
attack	relentless_assault		199		group=maneuver	You assault (?<target>.+?) with an unrelenting fury!
attack	sonic_disruption		200		group=maneuver	(?<target>.+?) reels under the force of the sonic vibrations!
attack	hamstring		201		group=maneuver	You lunge forward and try to hamstring (?<target>.+?) with your .+?!
attack	tremors		202		group=maneuver	As (?:you|(?<attacker>.+?)) stomps? (?:your|his|her|its) foot sharply, the (?:ground|floor) shakes wildly!
attack	tremors		203		group=maneuver	(?<attacker>.+?) slams a gigantic foot down, sending tremors rippling outward
attack	cripple		204		group=weapon	You reverse your grip on your .+? and dart toward (?<target>.+?) at an angle!
attack	flurry		205		group=weapon	Flowing with deadly grace, you smoothly reverse the direction of your blades? and slash again!
attack	flurry		206		group=weapon	With fluid motion, you guide your .+?, \w+ing toward (?<target>.+?) at the apex of (?:their|its) deadly arc!
attack	pummel		207		group=weapon	With deliberate brutality, you bring your .+? around to pummel (?<target>[^!]+)!
attack	pulverize		208		group=weapon	You wheel your .+? overhead before slamming it around in a wide arc to pulverize your foes!
attack	pulverize		209		group=weapon	(?<attacker>.+?) wheels (?:his|her|its) .+? overhead before slamming it around in a wide arc to pulverize (?:his|her|its) foes!
attack	dizzying_swing		210		group=weapon	You heft your .+? and, looping it once to build momentum, lash out in a strike at (?<target>.+?)'s head!
attack	guardant_thrust		211		group=weapon	You lunge at (?<target>.+?), guiding your .+? with both hands in a powerful thrust!
attack	cyclone		212		group=weapon	You whirl on (?<target>[^!]+)!
attack	cyclone		213		group=weapon	You redirect your .+? toward (?<target>[^!]+)!
attack	cyclone		214		group=weapon	Pivoting sharply, you lunge at (?<target>[^!]+)!
attack	clash		215		group=weapon	Steeling yourself for a brawl, you plunge into the fray!
attack	clash		216		group=weapon	You lunge at (?<target>[^!,]+)!
attack	clash		217		group=weapon	You launch yourself at (?<target>[^!,]+)!
attack	clash		218		group=weapon	You charge toward (?<target>[^!,]+)!
attack	fury		219		group=weapon	With a percussive snap, you shake out your arms in quick succession and bear down on (?<target>.+?) in a fury!
attack	twinhammer		220		group=weapon	You raise your hands high, lace them together and bring them crashing down towards (?<target>[^!]+)!
attack	wblade		221		group=weapon	You turn, blade spinning in your hand toward (?<target>[^!]+)!
attack	wblade		222		group=weapon	You angle your blade at (?<target>.+?) in a crosswise slash!
attack	wblade		223		group=weapon	In a fluid whirl, you sweep your blade at (?<target>[^!]+)!
attack	wblade		224		group=weapon	Your blade licks out at (?<target>.+?) in a blurred arc!
attack	wblade		225		group=weapon	With a broad flourish, you weave your .+? into a whirling display of coordination and menace!
attack	barrage		226		group=weapon	Nocking another arrow to your bowstring, you swiftly draw back and loose again!
attack	pindown		227		group=weapon	Without bothering to aim, you loose a chaotic hail of arrows to pin down your foes!
attack	volley		228		group=weapon	An arrow finds its mark!  (?<target>.+?) is hit!
attack	volley		229		group=weapon	An arrow pierces (?<target>[^!]+)!
attack	volley		230		group=weapon	An arrow skewers (?<target>[^!]+)!
attack	volley		231		group=weapon	(?<target>.+?) is struck by a falling arrow!
attack	volley		232		group=weapon	(?<target>.+?) is transfixed by an arrow's descent!
attack	shield_throw		233		group=shield	Your (?<weapon>.+?) ricochets off .+? and flashes toward (?<target>[^!]+)!
attack	shield_throw		234		group=shield	Your (?<weapon>.+?) flashes toward (?<target>[^!]+)!
attack	companion		235		group=companion	(?<companion>.+?) pounces on (?<target>[^,]+), knocking the .+? painfully to the ground!
attack	companion		236		group=companion	The (?<companion>.+?) takes the opportunity to slash .+? claws at the (?<target>.+?) \w+!
attack	companion		237		group=companion	(?<companion>.+?) charges forward and slashes .+? claws at (?<target>.+?) faster than .+? can react!
attack	companion		238		group=companion	(?<companion>.+?) charges forward and bites down on (?<target>.+?) faster than .+? can react!
attack	companion		239		group=companion	(?<companion>.+?) rushes forward, sinking (?:his|her|its) teeth into (?<target>.+?) neck!
attack	companion		240		group=companion	(?<companion>.+?) rushes forward, slashing viciously at the back of (?<target>.+?) (?:right|left) leg with (?:his|her|its) teeth and claws!
attack	frigid_wind		241		group=environmental	The burn of the cold tears precious warmth from your flesh\.
attack	frigid_wind		242		group=environmental	A shiver rattles your knees as the crystalline cold settles deep into your bones\.
attack	frigid_wind		243		group=environmental	Your limbs tingle as warmth flees them in the frigid air\.
attack	frigid_wind		244		group=environmental	Bitter cold leaches warmth from your skin\.
attack	frigid_wind		245		group=environmental	(?<target>.+?) shivers as the cold settles into (?:his|her|its) flesh\.
attack	thorn_recoil		246		group=environmental	As (?:a|an|your) .+? leaves your (?:left|right) hand, the thorns embedded in your skin painfully rip away
attack	bleed		247		group=environmental	Blood weeps from (?<target>.+?)'s open .+? wound\.
attack	bleed		248		group=environmental	(?<target>.+?)'s .+? drips as (?:he|she|it) continues to bleed\.
attack	bleed		249		group=environmental	Trickles of blood course from (?<target>.+?)'s .+?\.
attack	bleed		250		group=environmental	(?<target>Your) .+? drips as you continue to bleed\.
attack	bleed		251		group=environmental	(?<target>.+?)'s wounded .+? oozes fresh blood\.
attack	bleed		252		group=environmental	Fresh blood drips down (?<target>.+?)'s .+?\.
