8	34	16550->12269	;e move S; $goN_restart = true
8	241	27860->27864	;e door=S;key=GameObj.inv.find{|k| k.name==S;};if !key.nil? then multifput S, S, S, S, S, S, S; end;
7	51	1809->1808	;e move S while checkpaths.include?(S)
7	65	24151->24152	;e x=XMLData.room_count;fput S until XMLData.room_count > x
7	45	29887->29898	;e fput S;move(S)
6	56	992->993	;e fput S waitfor S
6	66	1809->13224	;e move S; move S if checkpaths.include?(S)
6	70	1809->13481	;e move S; move S unless checkpaths.include?(S)
6	47	2236->2237	;e empty_hands move S fill_hands
6	525	3565->3566	;e group_members = nil; clear.reverse.each { |line| if line =~ R; break; elsif line =~ R; group_members = $N.split(R); group_members.delete_if { |m| m =~ R }; group_members = nil if group_members.empty?; break; end }; move S; if group_members; echo S; begin; if get =~ R; group_members.delete $N; end; end while group_members.length > N; end; waitrt?
6	53	3839->8429	;e empty_hands; move S; waitrt?; fill_hands
6	33	7151->23708	;e move S;$goN_restart=true
6	765	11630->11617	;e if ((bounty? =~ R)||(Society.task =~ R)); mynpc = GameObj.npcs.find { |npc| npc.noun =~ R }; else; mynpc = nil; end; N.times { break if GameObj.npcs.any? { |npc| npc.id == mynpc.id }; sleep N } if mynpc; move S; N.times { break if GameObj.npcs.any? { |npc| npc.id == mynpc.id }; sleep N } if mynpc; move S; N.times { break if GameObj.npcs.any? { |npc| npc.id == mynpc.id }; sleep N } if mynpc; move S; N.times { break if GameObj.npcs.any? { |npc| npc.id == mynpc.id }; sleep N } if mynpc; move S; N.times { break if GameObj.npcs.any? { |npc| npc.id == mynpc.id }; sleep N } if mynpc;
6	214	12580->29048	;e cur_stance = XMLData.stance_text;empty_hands;fput(S) if cur_stance != S;move(S);fill_hands;fput(S + cur_stance) if cur_stance != S;$goN_restart = true
6	244	18043->18052	;e N.times { sleep N; break if GameObj.loot.any? { |obj| obj.name =~ R } }; unless GameObj.loot.any? { |obj| obj.name =~ R }; disk = Spell[..]; wait_until { disk.affordable? }; disk.cast; end; move S
6	51	23470->23471	;e fput S;fput S;move S
5	207	1219->1220	;e begin; fput S; search_result = waitfor S, S, S, S; waitrt?; end until search_result =~ R; move S
5	668	9784->9734	;e next_exit = { N => [..], N => [..], N => [..], N => [..], N => [..] }; loop { if move S; sleep(N) until XMLData.room_title == S; fput S unless standing?; waitrt?; break; else; if dir_list = next_exit[Room.current.id]; dir_list.each { |dir| move dir }; else; echo S; break; end; end }
5	31	17104->18602	;e move S; move S
5	51	22014->14674	;e multifput S, S, S
5	435	24695->24696	;e result = nil;until result =~ R;fput S until standing?;result = dothistimeout S, N, R;if result =~ R;sleep N;waitrt?;end;end
5	79	25149->25145	;e id=Room.current.id;move S until Room.current.id != id;$goN_restart=true
4	26	1071->1072	;e move S waitrt?
4	840	2658->2647	;e clear put S loop { line = get if line =~ R if $N == S move S elsif $N == S move S elsif $N == S move S elsif $N == S move S else echo S exit end break end }
4	207	3091->31352	;e if GameObj.inv.find {|obj| obj.noun == S};fput S;else;empty_hand;multifput S,S,S;fill_hand;end
4	46	3727->3483	;e fput S if invisible?;move(S)
4	111	4136->4135	;e loop { move S; break if Room.current.id != N; move S; break if Room.current.id != N; }
4	82	11617->22218	;e fput S;move S;move S;move S;move S
4	36	11630->22218	;e move S;move S
4	56	13532->8695	;e move S;$goN_restart=true;$SILVERWOOD_TOWN=nil
4	137	16124->11620	;e while checkpaths == [..]; move [..][rand(N)]; end; move S while checkpaths.include?(S)
4	94	16124->11653	;e while checkpaths == [..]; move [..][rand(N)]; end;
4	20	23165->23173	;e move S;waitrt
4	156	30581->30582	;e fput S until checkprone; result = dothistimeout S,N, R until result;waitrt?;fput S until standing?;waitrt?;fput S
4	38	30812->30813	;e wait_until{Map.current.id != N}
4	42	30947->30948	;e wait_while { Room.current.id == N }
4	44	31383->31384	;e multifput S,S; waitrt?;
4	88	36434->36435	;e waitfor S move S
4	106	36435->36436	;e waitfor S, S move S
3	49	989->988	;e move S; waitrt?; fill_hands
3	527	2636->2579	;e fput S loop do result = dothistimeout(S, N, R) break if result =~ R break unless XMLData.room_description.empty? end sleep(N) while XMLData.room_description.empty? fput S unless standing?
3	45	5868->5867	;e move S until Room.current.id == N
3	52	6201->6202	;e move (XMLData.room_exits - [..]).first
3	225	6630->6631	;e if celerity = Spell[..] and celerity.known? and celerity.affordable? and not celerity.active?; celerity.cast; end; until dothistimeout(S, N, R) =~ R do end; move S
3	167	7458->7459	;e if celerity = Spell[..] and celerity.known? and celerity.affordable? and not celerity.active?; celerity.cast; end; fput S; waitrt?; move S; waitrt?
3	59	7905->8141	;e fput S waitrt? fput S unless standing?
3	3828	8635->8916	;e open_regex = R put_regex = R sack_name = UserVars.day_pass_sack sack = ( GameObj.inv.find { |obj| obj.noun == sack_name} || GameObj.inv.find { |obj| obj.name == sack_name } || GameObj.inv.find { |obj| obj.name =~ R } || GameObj.inv.find { |obj| obj.name =~ R } ) close_sack = false if sack.contents.nil? open_result = dothistimeout S, N, open_regex if open_result =~ R close_sack = true else dothistimeout S, N, R end end empty_hand $mapdb_day_passes.keys.each { |id| if $mapdb_day_passes[id][:expires] < (Time.now - N) dothistimeout S, N, R $mapdb_day_passes.delete(id) end } pass_route = [..]; pass_id = $mapdb_day_passes.find{|k,v| v[:towns].sort == pass_route.sort and v[:expires] > (Time.now + N)}.first if pass_id dothistimeout S, N, get_regex elsif UserVars.mapdb_buy_day_pass.to_s =~ R move S fput S if hidden? or invisible? dothistimeout S, N, R result = dothistimeout S, N, R) and $goN_get_silvers [..].each { |dir| move dir } dothistimeout S, N, R [..].each { |dir| move dir } fput S if hidden? or invisible? result = dothistimeout S, N, R end end if result =~ R if GameObj.right_hand.noun == S pass_id = GameObj.right_hand.id elsif GameObj.left_hand.noun == S pass_id = GameObj.left_hand.id end fput S move S elsif result =~ R^You close/ end
3	100	11612->11630	;e fput S;move S;move S;move S;move S;move S
3	65	11622->11653	;e fput S;move S;move S;move S
3	873	11630->11612	;e if ((bounty? =~ R)||(Society.task =~ R)); mynpc = GameObj.npcs.find { |npc| npc.noun =~ R }; else; mynpc = nil; end; N.times { break if GameObj.npcs.any? { |npc| npc.id == mynpc.id }; sleep N } if mynpc; move S; N.times { break if GameObj.npcs.any? { |npc| npc.id == mynpc.id }; sleep N } if mynpc; move S; N.times { break if GameObj.npcs.any? { |npc| npc.id == mynpc.id }; sleep N } if mynpc; move S; N.times { break if GameObj.npcs.any? { |npc| npc.id == mynpc.id }; sleep N } if mynpc; move S; N.times { break if GameObj.npcs.any? { |npc| npc.id == mynpc.id }; sleep N } if mynpc; move S; N.times { break if GameObj.npcs.any? { |npc| npc.id == mynpc.id }; sleep N } if mynpc;
3	126	13966->13923	;e if checksitting;while Room.current.id == N;fput(S);waitrt?;end;else;move(S);end;fill_hand;
3	4151	14359->8634	;e open_regex = R put_regex = R sack_name = UserVars.day_pass_sack sack = ( GameObj.inv.find { |obj| obj.noun == sack_name} || GameObj.inv.find { |obj| obj.name == sack_name } || GameObj.inv.find { |obj| obj.name =~ R } || GameObj.inv.find { |obj| obj.name =~ R } ) close_sack = false if sack.contents.nil? open_result = dothistimeout S, N, open_regex if open_result =~ R close_sack = true else dothistimeout S, N, R end end empty_hand $mapdb_day_passes.keys.each { |id| if $mapdb_day_passes[id][:expires] < (Time.now - N) dothistimeout S, N, R $mapdb_day_passes.delete(id) end } pass_id = $mapdb_day_passes.keys.find { |id| $mapdb_day_passes[id][:towns].include?(S) and $mapdb_day_passes[id][:towns].include?(S) and $mapdb_day_passes[id][:expires] > (Time.now + N) } if pass_id dothistimeout S, N, get_regex elsif UserVars.mapdb_buy_day_pass.to_s =~ R move S fput S if hidden? or invisible? dothistimeout S, N, R result = dothistimeout S, N, R) and $goN_get_silvers [..].each { |dir| move dir } dothistimeout S, N, R [..].each { |dir| move dir } fput S if hidden? or invisible? result = dothistimeout S, N, R end end if result =~ R if GameObj.right_hand.noun == S pass_id = GameObj.right_hand.id elsif GameObj.left_hand.noun == S pass_id = GameObj.left_hand.id end fput S move S elsif result =~ R^You close/ end
3	66	18843->18823	;e while Room.current.id == N;fput S;waitrt?;end
3	32	20376->20377	;e put S;put S
3	49	31797->32187	;e fput S;waitrt?;move (S)
2	47	627->628	;e fput S; move S; fput S
2	65	785->784	;e while checkpaths.include?(S); move S; move S; end
2	29	899->900	;e move S; waitrt
2	50	988->989	;e empty_hands; move S; waitrt?
2	348	1070->1071	;e $group_members = nil;clear.reverse.each { |line|; if line =~ R; break; elsif line =~ R; $group_members = $N.split(R); $group_members.delete_if { |m| m =~ R }; $group_members = nil if $group_members.empty?; break; end;};empty_hands;move S;waitrt?
2	316	1071->1070	;e move S waitrt? fill_hands if $group_members clear echo S begin line = get if line =~ /^(You reach out and hold )?([A-z][a-z]+)(Sgo' break end end while $group_members.length > N end
2	224	1223->1224	;e Spell[..].cast if Spell[..].known? and !Spell[..].active? and Spell[..].affordable?; empty_hands; fput S if Skills.climbing < N; move S; waitrt?; fput S; fill_hands
2	178	1230->30523	;e begin; search_result = dothistimeout S, N, /donSgo crack')
2	79	1834->27470	;e if UserVars.Mularos_Lover; UserVars.Mularos_Lover.each{|c| fput S } end
2	185	1965->2260	;e unless move S; echo S; waitfor S; move S; end
2	72	2260->1965	;e waitfor S; move S
2	99	2642->2640	;e until checkpaths.include?(S); fput S + [..][rand(N)]; waitrt?; end
2	34	2830->2831	;e empty_hands; move S
2	35	2831->2832	;e move S; fill_hands
2	59	2925->2924	;e fput S; move S while Room.current.id == N
2	36	3030->16034	;e move S; fput S
2	1485	3239->3264	;e r = dothistimeout S, N, R; if r =~ R; move S; elsif r =~ R; spell = Spell[..]; bonus = spell.known? ? Society.rankRN)) * Skills.to_bonus(Skills.climbing)) >= N; if spell.known? && !spell.active? && !Spell[..].active?; echo S unless stamina(spell.stamina_cost); wait_until{stamina(spell.stamina_cost)}; spell.cast; end; move S; elsif Spell[..].known?; unless Spell[..].affordable?; echo S; wait_until { Spell[..].affordable? }; end; Spell[..].cast(S); elsif (num = [..].find { |n| Spell[n].known? }); N.times { unless Spell[num].affordable?; echo S; wait_until { Spell[num].affordable? }; end; r = Spell[num].cast(S, R); redo if r =~ R }; move S; else; echo S; sleep N; exit; end; else; $goN_restart = true; end
2	66	3492->10329	;e if $platinum; move S; else; move S; end
2	291	3495->18041	;e fput S; language = R.match(get).captures.first until language;; fput(S) unless language == S; fput(S) if hidden? or invisible?; move S; fput(S + language.to_s) unless language == S
2	55	4029->4027	;e begin move S end until Room.current.id == N
2	188	4172->4171	;e unless checkloot.include?(S); move S; fput S; move S; move S; move S; move S; move S; move S; end; move S
2	196	5830->23525	;e N.times { result = dothistimeout S, N, /donSgo rocky trail')
2	43	5832->25637	;e fput S;waitrt?;move S
2	98	5868->5869	;e move S; unless Room.current.id == N then move S; move S; move S; end
2	103	6481->6484	;e empty_hands; while Room.current == Room[..]; put S; sleep N; waitrt?; end; fill_hands
2	96	6634->6633	;e move S; if checkpaths.include?(S); move S; move S; move S; end
2	72	6999->7000	;e fput S fput S fput S unless standing?
2	136	7036->7154	;e unless move S; fput S; fput S; waitfor S; fput S; move S; end
2	301	7313->7312	;e if (bounty? =~ R); child = GameObj.npcs.find { |npc| npc.noun == S }; else; child = nil; end; move S; if Room.current == Room[..]; N.times { break if GameObj.npcs.any? { |npc| npc.id == child.id }; sleep N } if child; move S; end
2	70	7873->1213	;e move S; waitrt?; fput S unless standing?; waitrt?
2	484	7892->24675	;e UserVars.mapdb_redforest_location = S;result = nil;until result =~ R;fput S until standing?;result = dothistimeout S, N, R;if result =~ R;sleep N;waitrt?;end;end
2	114	8227->8245	;e move S; unless Room.current.id == N; move S; move S; end
2	284	10117->10119	;e move S if Room.current.id == N echo S waitfor S move S end waitfor S move S
2	152	10815->10821	;e if resolve = Spell[..] and resolve.known? and resolve.affordable? and not resolve.active?; resolve.cast; end; empty_hands; move S; waitrt?
2	69	10816->10815	;e begin fput S waitrt? end until Room.current.id == N
2	107	10821->10815	;e loop { fput S; sleep N; waitrt?; break if (checkpaths(S) || checkpaths(S)); }; fill_hands
2	75	11068->11069	;e loop{fput S;pause N;if Room.current.id == N;break;end}
2	198	11357->11355	;e save_stance = XMLData.stance_text;fput S if save_stance != S;move(S);fput S if save_stance != XMLData.stance_text;;$goN_restart = true;
2	31	11433->11432	;e move S fill_hands
2	35	11485->11442	;e empty_hands move S
2	117	11620->11653	;e fput S;move S;move S;move S;move S;move S;move S
2	70	11653->11622	;e move S;move S;move S;move S
2	99	11687->11688	;e if checkspell(N); move S; else; empty_hands; move S; fill_hands; end; waitrt?
2	129	11749->10838	;e while line = get;if line=~ R;fput S;break;end;end
2	43	11906->12259	;e move S; fput S; waitrt?
2	65	13429->13404	;e while Room.current.id == N; fput S; waitrt?; end
2	76	14614->9377	;e move checkpaths[rand(checkpaths.length)] until checkpaths.include?(S)
2	141	15950->7989	;e room = Room.current.id;fput S; if ( room == Room.current.id ); fput S;move S; end ; $goN_restart = true
2	56	16011->16256	;e walk until checkloot.include?(S); move S
2	177	16122->11612	;e move [..][rand(N)] while checkpaths == [..]; move S if checkpaths.include?(S); move S if checkpaths.include?(S)
2	89	16122->11630	;e move [..][rand(N)] while checkpaths == [..]
2	63	16806->4160	;e move S; move S while checkpaths.include?(S)
2	60	17684->17682	;e fput S; waitrt?; fput S; move S
2	47	18822->18823	;e empty_hand;fput(S);move(S)
2	50	19544->1084	;e move S; move S; move S
2	51	20348->23146	;e move S;fput S until standing?
2	104	21960->21961	;e waitrt?; fput S; waitrt?; fput S unless kneeling?; move S; fput S; waitrt?
2	57	21964->21967	;e empty_hands; N.times { move S }; fill_hands
2	60	22571->22666	;e fput S;move S;waitrt
2	42	22667->20347	;e fput S until standing?;move S
2	35	23606->5924	;e fput S; fput S
2	151	23830->221	;e multifput S,S,S;waitfor S,S,S;
2	33	24149->24151	;e empty_hands;move S
2	480	24675->7892	;e result = nil;until result =~ R;fput S until standing?;result = dothistimeout S, N, R;if result =~ R;sleep N;waitrt?;end;end;UserVars.mapdb_redforest_location = nil; $goN_restart=true
2	904	25183->25145	;e res = choice = nil;res = dothistimeout S, N, R;if res =~ R;choice = $N;end;dothistimeout S, N, R>BANDITS!!! BANDITS!!! BANDITS!!!<popBold/>";end;exit;end;$goN_restart=true
2	69	25509->25508	;e move(S);UserVars.mapdb_marksofthebeast_origin = nil;
2	40	26595->26610	;e fput S; pause N; waitrt?
2	71	27638->27639	;e if UserVars.Peregrine; UserVars.Peregrine.each{|c| fput S } end
2	33	28122->28124	;e move(S); fput S
2	193	29865->2487	;e multifput S,S,S;waitfor S,S,S;UserVars.mapdb_hinterwilds_location = nil;
2	216	31427->31428	;e if GameObj.inv.find {|obj| obj.noun =~ R};fput S;else;empty_hand;multifput S,S,S;fill_hand;end
2	598	34434->34435	;e refill_hand = false;key_worn = false; (refill_hand = true;empty_hand) if !checkleft.nil? and !checkright.nil?; key_worn = true if GameObj.inv.find {|obj| obj.name =~ R}; fput S if key_worn; fput S if !key_worn; door = S; multifput S,S,S,S,S; fput S if key_worn; fput S if !key_worn; fill_hand if refill_hand;
2	44	36402->36403	;e N.times{fput S};fput S
1	1502	7->3668	;e worn = !GameObj[UserVars.mapdb_fwi_trinket].nil?; return_to_container_id = nil; flip_tags = !Script.current.want_downstream_xml; status_tags if flip_tags; unless worn then; refill_hands = (!GameObj.left_hand.id.nil? and !GameObj.right_hand.id.nil?); empty_hand if refill_hands; trinket_pattern = R; trinket_get_pattern = R; link_pattern = /<a exist=S noun=S]+)Sget my #{UserVars.mapdb_fwi_trinket}Scould not find your fwi trinket: #{UserVars.mapdb_fwi_trinket.inspect}Sturn ##{GameObj[UserVars.mapdb_fwi_trinket].id}Sstow ##{GameObj[UserVars.mapdb_fwi_trinket].id}Sput ##{GameObj[UserVars.mapdb_fwi_trinket].id} in ##{return_to_container_id}"; end; fill_hands if refill_hands; end; $goN_restart=true;
1	127	109->110	;e multifput S, S, S, S, S waitrt? fput S
1	192	339->24768	;e query = S;shop = GameObj.loot.find { |i| i.name.eql?(query) };shop or fail S;fput S
1	178	1042->1041	;e move S fput S dir = matchfindword S move S sleep N if running?(S) move dir
1	188	1216->1217	;e N.times { result = dothistimeout S, N, /donSgo footpath'
1	182	1231->1230	;e begin; search_result = dothistimeout S, N, /donSgo opening')
1	145	1242->1241	;e attempts = N;moved = false;loop do;waitrt?;moved = move(S);break if moved;fput S;attempts += N;break if attempts >= N;end;moved
1	162	2208->2209	;e empty_hands begin result = dothistimeout S, N, R waitrt? end until result.to_s !~ R fill_hands
1	60	2645->2642	;e fput S; move S; sleep N; waitrt?
1	1236	2675->2677	;e if checkleft and checkright; empty_hands; need_fill_hands = true; else; need_fill_hands = false; end; result = dothistimeout S, N, R until result =~ R; waitrt?; fill_hands if need_fill_hands; move S
1	1886	2677->2675	;e unless (move S); push_result = dothistimeout S, N, R; unless push_result.nil? or push_result == S; unless mana < N; castables = [..].sort { |a,b| a.to_s[-N..-N] <=> b.to_s[-N..-N] }.reverse.collect { |n| Spell[n] }; castables.delete_if { |spell| spell.nil? or !spell.known? }; manaNspells = [..].collect { |n| Spell[n] }; manaNspells.delete_if { |spell| spell.nil? or !spell.known? }; mana_needed = N; while (mana_needed > N) and ((Spell[..].active? and (spell = manaNspells.find { |s| s.known? })) or (spell = castables.find { |s| s.mana_cost <= mana_needed }) or (spell = castables.reverse.find { |s| s.mana_cost >= mana_needed })); loop { cast_result = spell.cast(S); break unless cast_result =~ R }; mana_needed -= spell.mana_cost; sleep N; end; end; fput S if Spell[..].active? and (checkprep != S); fput S; fput S; sleep N; end; move S; end
1	298	2679->2678	;e N.times { if celerity = Spell[..] and celerity.known? and celerity.affordable? and not celerity.active?; celerity.cast; end; dothistimeout S, N, /You make a careful search of the area and discover a narrow icy ledge!|You donSgo ledge' }
1	45	3035->3034	;e move S while Room.current.id == N
1	364	3509->17805	;e status_tags; get_result = dothis S, R; status_tags; lockpick, container = R.match(get_result).captures[N..N]; fput S; fput S; fput S; move S
1	2097	3600->3600	;e need_set_roomname_off = false if last_roomdesc = $_SERVERBUFFER_.reverse.find { |line| line =~ R || line =~ R } if last_roomdesc =~ R fput S need_set_roomname_off = true end end save_want_downstream = Script.current.want_downstream save_want_downstream_xml = Script.current.want_downstream_xml Script.current.want_downstream = false Script.current.want_downstream_xml = true destination = Map[$mapdb_seeking_destination] roomname_pattern = R failed_to_find_destination = false first_roomname = nil seeking_destination = nil N.times do waitcastrt? put S matchtimeout(N, S) result = matchtimeout(N, roomname_pattern) next unless result seeking_destination = result.match(roomname_pattern)&.captures&.first next unless seeking_destination if seeking_destination[..] == S need_set_roomname_off = true fput S next end # Remove trailing numeric room ID in parentheses, if any if seeking_destination =~ R seeking_destination.slice!($N) end if first_roomname == seeking_destination failed_to_find_destination = true break end first_roomname ||= seeking_destination break if destination.title.include?(seeking_destination) end Script.current.want_downstream_xml = save_want_downstream_xml Script.current.want_downstream = save_want_downstream fput S if need_set_roomname_off if failed_to_find_destination echo S $restart_goN = false Script.current.kill end if $mapdb_seeking_destination == N UserVars.mapdb_redforest_location = S if Map.current.id == N UserVars.mapdb_redforest_location = S if Map.current.id == N end dothistimeout(S, N, R)
1	28	3669->35593	;e Map[..].wayto[..].call
1	92	3727->26905	;e N.times{fput S};UserVars.mapdb_duskruin_origin = Map.current.id;
1	94	3727->31558	;e N.times{fput S};UserVars.mapdb_ebon_gate_origin = Map.current.id;
1	72	3837->3831	;e while checkpaths.include?(S); fput S; move S; end
1	967	4140->4141	;e spell_list = [..];until dothistimeout(S, N, R) =~ R; if spell_num = spell_list.find { |num| Spell[num].known? }; spell = Spell[spell_num]; loop {; unless spell.affordable?; echo S; wait_until { spell.affordable? }; end; break unless spell.cast(S) =~ R; }; else; empty_hands; dothistimeout(S, N, R); fill_hands; end;end
1	1086	4141->4140	;e spell_list = [..];until dothistimeout(S, N, R) =~ R ; if spell_num = spell_list.find { |num| Spell[num].known? }; spell = Spell[spell_num]; loop {; unless spell.affordable?; echo S; wait_until { spell.affordable? }; end; break unless spell.cast(S) =~ R; }; elsif (Stats.prof == S) and (Stats.level >= N); empty_hands; fput S; sleep N; waitrt?; fill_hands; else; empty_hands; dothistimeout(S, N, R); fill_hands; end;end
1	78	4154->4168	;e fput S unless checkloot.include?(S); move S
1	514	4344->7298	;e group_members = nil; clear.reverse.each { |line| if line =~ R; break; elsif line =~ R; group_members = $N.split(R); group_members.delete_if { |m| m =~ R }; group_members = nil if group_members.empty?; break; end }; move S; if (group_members.to_a.length > N); echo S; wait_until { (group_members.to_a - checkpcs.to_a).empty? or clear.find { |line| line == S } }; end
