area	source	room_id	room_name	floor	confidence
Wehnimer's Landing	mapdb location	1194	[Raging Thrak Inn, Dining Room]	0	strong
Wehnimer's Landing	mapdb location	1195	[Raging Thrak Inn, Barroom]	0	strong
Wehnimer's Landing	mapdb location	1243	[Moot Hall, Registrar's Office]	-1	moderate
Wehnimer's Landing	mapdb location	1244	[Clerics' Shop, Salesroom]	0	strong
Wehnimer's Landing	mapdb location	1245	[Elaraeyn's Boutique]	0	strong
Wehnimer's Landing	mapdb location	1246	[River Tower East, Headquarters]	1	moderate
Wehnimer's Landing	mapdb location	1247	[River Tower East, Barracks]	3	moderate
Wehnimer's Landing	mapdb location	1248	[River Tower East, Alcove]	3	moderate
Wehnimer's Landing	mapdb location	1249	[Alchemist's House, Shop]	0	strong
Wehnimer's Landing	mapdb location	1250	[Alchemist's House, Library]	0	strong
Wehnimer's Landing	mapdb location	1251	[A Rainbow-Colored Tent]	0	strong
Wehnimer's Landing	mapdb location	1252	[Caverns, Twisting Tunnel]	-1	strong
Wehnimer's Landing	mapdb location	1253	[Reignbeau Caverns]	-2	strong
Wehnimer's Landing	mapdb location	1254	[Reignbeau Caverns, Tunnel]	-2	strong
Wehnimer's Landing	mapdb location	1255	[Reignbeau Caverns, Order Room]	-2	strong
Wehnimer's Landing	mapdb location	1259	[Raging Thrak Inn, Trophy Room]	0	strong
Wehnimer's Landing	mapdb location	1262	[Frith's Inn, Parlour]	0	strong
Wehnimer's Landing	mapdb location	1263	[Frith's Inn, Main Saloon]	0	strong
Wehnimer's Landing	mapdb location	1264	[Frith's Inn, Front Desk]	0	strong
Wehnimer's Landing	mapdb location	1776	[Gemcutter's, Front Room]	0	strong
Wehnimer's Landing	mapdb location	1777	[Crimson Crocus Table]	0	strong
Wehnimer's Landing	mapdb location	3224	[Ravenswood, Forest]	0	certain
Wehnimer's Landing	mapdb location	3558	[Reignbeau Caverns, Tunnel]	-2	strong
Wehnimer's Landing	mapdb location	3619	[Wayside Inn, Dining Room]	0	strong
Wehnimer's Landing	mapdb location	3620	[Indigo Iris Table]	0	strong
Wehnimer's Landing	mapdb location	3621	[Fragrant Freesia Table]	0	strong
Wehnimer's Landing	mapdb location	3622	[Giant Thrak Table]	0	strong
Wehnimer's Landing	mapdb location	3625	[Aesthetic Aster Table]	0	strong
Wehnimer's Landing	mapdb location	3724	[Wehnimer's Historical Society]	0	strong
Wehnimer's Landing	mapdb location	3732	[Dancing Daisy Table]	0	strong
Wehnimer's Landing	mapdb location	3734	[Silvergate, A Small Courtyard]	0	certain
Wehnimer's Landing	mapdb location	3735	[Silvergate, Private Lounge]	0	strong
Wehnimer's Landing	mapdb location	3736	[Silvergate, Foyer]	0	strong
Wehnimer's Landing	mapdb location	3737	[Silvergate, Grand Ballroom]	0	strong
Wehnimer's Landing	mapdb location	3738	[Silvergate Inn, Tea Room]	0	strong
Wehnimer's Landing	mapdb location	3739	[Silvergate, Grand Hall]	0	strong
Wehnimer's Landing	mapdb location	3740	[Silvergate, Lion's Den Pub]	0	strong
Wehnimer's Landing	mapdb location	3741	[Silvergate, Courtyard]	0	certain
Wehnimer's Landing	mapdb location	3743	[Silvergate Inn, Lion's Den Pub]	0	strong
Wehnimer's Landing	mapdb location	3744	[Red Table]	0	strong
Wehnimer's Landing	mapdb location	3751	[Twin Thraks Table]	0	strong
Wehnimer's Landing	mapdb location	3760	[Esculent Echinacea Table]	0	strong
Wehnimer's Landing	mapdb location	3786	[Thrakling Table]	0	strong
Wehnimer's Landing	mapdb location	3807	[Land Tower East, Office]	0	moderate
Wehnimer's Landing	mapdb location	3808	[Pink Thrak Table]	0	strong
Wehnimer's Landing	mapdb location	3809	[Helga's Tavern, Barroom]	0	weak
Wehnimer's Landing	mapdb location	3823	[The New Look, Hair Coloration]	0	strong
Wehnimer's Landing	mapdb location	3824	[Healer's Tent, Treatment Room]	0	strong
Wehnimer's Landing	mapdb location	3827	[Rolling Thrak Table]	0	strong
Wehnimer's Landing	mapdb location	3828	[Jeweled Jasmine Table]	0	strong
Wehnimer's Landing	mapdb location	3830	[Ancient Thrak Table]	0	strong
Wehnimer's Landing	mapdb location	3832	[Patient Peony Table]	0	strong
Wehnimer's Landing	mapdb location	3840	[Bleeding Heart Table]	0	strong
Wehnimer's Landing	mapdb location	3841	[Queen's Lace Table]	0	strong
Wehnimer's Landing	mapdb location	3852	[Cavorting Thrak Table]	0	strong
Wehnimer's Landing	mapdb location	3854	[Sleeping Thrak Table]	0	strong
Wehnimer's Landing	mapdb location	3855	[Public Lockers]	0	moderate
Wehnimer's Landing	mapdb location	3862	[North Shore, Sandy Path]	0	certain
Wehnimer's Landing	mapdb location	3863	[North Shore, Beach]	0	certain
Wehnimer's Landing	mapdb location	3879	[Helden Hall, Outside the Gate]	0	certain
Wehnimer's Landing	mapdb location	3880	[Helden Hall, Great Hall]	0	strong
Wehnimer's Landing	mapdb location	3881	[Helden Hall, Inner Bailey]	0	certain
Wehnimer's Landing	mapdb location	3882	[Helden Hall, Meeting Hall]	0	strong
Wehnimer's Landing	mapdb location	3883	[City Stables, Stalls]	-1	moderate
Wehnimer's Landing	mapdb location	3884	[Helden Hall, Fighting Pit]	-1	moderate
Wehnimer's Landing	mapdb location	3886	[Prison, Foyer]	0	strong
Wehnimer's Landing	mapdb location	3887	[Prison, Office]	0	strong
Wehnimer's Landing	mapdb location	3888	[Prison, Operations]	0	strong
Wehnimer's Landing	mapdb location	3889	[Prison, Sleeping Quarters]	0	strong
Wehnimer's Landing	mapdb location	3890	[Prestidigitorium, Entrance]	0	certain
Wehnimer's Landing	mapdb location	3908	[Maidenly Magnolia Table]	0	strong
Wehnimer's Landing	mapdb location	3909	[Sea Thrak Table]	0	strong
Wehnimer's Landing	mapdb location	3910	[Dancing Thrak Table]	0	strong
Wehnimer's Landing	mapdb location	3911	[Lucid Lotus Table]	0	strong
Wehnimer's Landing	mapdb location	3978	[Hardy Heather Table]	0	strong
Wehnimer's Landing	mapdb location	3979	[Helden Hall, Viewing Chamber]	0	moderate
Wehnimer's Landing	mapdb location	4039	[Temple, Hall of Sacrifice]	0	moderate
Wehnimer's Landing	mapdb location	4040	[Temple, Corridor]	0	moderate
Wehnimer's Landing	mapdb location	4041	[Temple, Chapel]	0	moderate
Wehnimer's Landing	mapdb location	4042	[Temple, Wedding Chapel]	0	moderate
Wehnimer's Landing	mapdb location	4043	[Temple, Bridal Room]	0	moderate
Wehnimer's Landing	mapdb location	4044	[Temple, Tapestry Room]	0	moderate
Wehnimer's Landing	mapdb location	4045	[Temple, Black Altar]	0	moderate
Wehnimer's Landing	mapdb location	4046	[Temple, Cleric's Office]	0	moderate
Wehnimer's Landing	mapdb location	4047	[Elaraeyn's Boutique]	0	strong
Wehnimer's Landing	mapdb location	4048	[Elaraeyn's Boutique]	0	strong
Wehnimer's Landing	mapdb location	4049	[Elaraeyn's Boutique]	0	strong
Wehnimer's Landing	mapdb location	4050	[Elaraeyn's Boutique]	0	strong
Wehnimer's Landing	mapdb location	4051	[Elaraeyn's Boutique]	0	strong
Wehnimer's Landing	mapdb location	4052	[Elaraeyn's Boutique]	0	strong
Wehnimer's Landing	mapdb location	4055	[Shanty Town, Intersection]	0	certain
Wehnimer's Landing	mapdb location	4056	[Shanty Town, Riverfront]	0	certain
Wehnimer's Landing	mapdb location	4057	[Shanty Town, Riverfront]	0	certain
Wehnimer's Landing	mapdb location	4058	[Shanty Town, Riverfront]	0	certain
Wehnimer's Landing	mapdb location	4059	[Shanty Town, Boatyard Alley]	0	certain
Wehnimer's Landing	mapdb location	4060	[Shanty Town, Boatyard Alley]	0	certain
Wehnimer's Landing	mapdb location	4061	[Shanty Town, Boatyard Alley]	0	certain
Wehnimer's Landing	mapdb location	4062	[Shanty Town, Muddy Lane]	0	certain
Wehnimer's Landing	mapdb location	4063	[Shanty Town, Muddy Lane]	0	certain
Wehnimer's Landing	mapdb location	4064	[Shanty Town, South Wall]	0	certain
Wehnimer's Landing	mapdb location	4065	[Shanty Town, South Wall]	0	certain
Wehnimer's Landing	mapdb location	4066	[Shanty Town, South Wall]	0	certain
Wehnimer's Landing	mapdb location	4067	[Shanty Town, Riverfront]	0	certain
Wehnimer's Landing	mapdb location	4068	[Shanty Town, Riverfront]	0	certain
Wehnimer's Landing	mapdb location	4069	[Reignbeau Caverns, Tunnel]	-2	strong
Wehnimer's Landing	mapdb location	4070	[Reignbeau Caverns, Tunnel]	-2	strong
Wehnimer's Landing	mapdb location	4071	[Reignbeau Caverns, Tunnel]	-2	strong
Wehnimer's Landing	mapdb location	4072	[Reignbeau Caverns, Tunnel]	-2	strong
Wehnimer's Landing	mapdb location	4073	[Reignbeau Caverns, Tunnel]	-2	strong
Wehnimer's Landing	mapdb location	4076	[Warehouse, Entry]	0	strong
Wehnimer's Landing	mapdb location	4077	[Warehouse, Nexus]	0	strong
Wehnimer's Landing	mapdb location	4078	[Warehouse, East Wing]	0	strong
Wehnimer's Landing	mapdb location	4079	[Warehouse, East Wing]	0	strong
Wehnimer's Landing	mapdb location	4080	[Warehouse, East Wing]	0	strong
Wehnimer's Landing	mapdb location	4081	[Warehouse, Office]	0	strong
Wehnimer's Landing	mapdb location	4082	[Warehouse, West Wing]	0	strong
Wehnimer's Landing	mapdb location	4083	[Warehouse, West Wing]	0	strong
Wehnimer's Landing	mapdb location	4084	[Warehouse, West Wing]	0	strong
Wehnimer's Landing	mapdb location	4087	[Bay's Watch, Rocky Path]	0	certain
Wehnimer's Landing	mapdb location	4088	[Bay's Watch, Rocky Beach]	0	certain
Wehnimer's Landing	mapdb location	4089	[Bay's Watch, Promontory]	0	certain
Wehnimer's Landing	mapdb location	4090	[Bay's Watch, Shore]	0	certain
Wehnimer's Landing	mapdb location	4091	[Bay's Watch, Shore]	0	certain
Wehnimer's Landing	mapdb location	4092	[Bay's Watch, Shore]	0	certain
Wehnimer's Landing	mapdb location	4093	[Bay's Watch, Eastern Shore]	0	certain
Wehnimer's Landing	mapdb location	4094	[Bay's Watch, Bluffs]	0	certain
Wehnimer's Landing	mapdb location	4095	[Bay's Watch, Bluffs]	0	certain
Wehnimer's Landing	mapdb location	4096	[Bay's Watch, East Bluffs]	0	certain
Wehnimer's Landing	mapdb location	4097	[Bay's Watch, Eastern Shore]	0	certain
Wehnimer's Landing	mapdb location	4098	[Bay's Watch, East Bluffs]	0	certain
Wehnimer's Landing	mapdb location	4099	[Bay's Watch, East Bluffs]	0	certain
Wehnimer's Landing	mapdb location	4100	[Bay's Watch, Eastern Shore]	0	certain
Wehnimer's Landing	mapdb location	4101	[Bay's Watch, East Jetty]	0	certain
Wehnimer's Landing	mapdb location	4102	[Bay's Watch, Bluffs]	0	certain
Wehnimer's Landing	mapdb location	4103	[Bay's Watch, Overlook]	1	strong
Wehnimer's Landing	mapdb location	4104	[Bay's Watch, Dock]	0	certain
Wehnimer's Landing	mapdb location	4105	[Grocer's, Tidbit Shop]	0	strong
Wehnimer's Landing	mapdb location	4277	[Helden Hall, Workshop]	1	moderate
Wehnimer's Landing	mapdb location	4281	[Hummingbird Pond, Sunny Path]	0	certain
Wehnimer's Landing	mapdb location	4282	[Hummingbird Pond, Grassy Knoll]	0	certain
Wehnimer's Landing	mapdb location	4283	[Hummingbird Pond, Sunny Meadow]	0	certain
Wehnimer's Landing	mapdb location	4284	[Hummingbird Pond, Pond Stroll]	0	certain
Wehnimer's Landing	mapdb location	4285	[Hummingbird Pond, North Bank]	0	certain
Wehnimer's Landing	mapdb location	4286	[Hummingbird Pond, Pond Stroll]	0	certain
Wehnimer's Landing	mapdb location	4287	[Hummingbird Pond, Bridgeunder]	0	certain
Wehnimer's Landing	mapdb location	4288	[Hummingbird Pond, Bridgeunder]	0	certain
Wehnimer's Landing	mapdb location	4610	[Locksmith, Salesroom]	0	strong
Wehnimer's Landing	mapdb location	4664	[Helden Hall, Private Armory]	0	strong
Wehnimer's Landing	mapdb location	5203	[Helden Hall, Lockers]	0	strong
Wehnimer's Landing	mapdb location	5612	[Locksmith, Backroom]	0	strong
Wehnimer's Landing	mapdb location	6256	[Alchemist's House, Consignment]	0	strong
Wehnimer's Landing	mapdb location	6257	[Alchemist's House, Commodities]	0	strong
Wehnimer's Landing	mapdb location	6316	[Wehnimer's, Outside Dance Tent]	0	certain
Wehnimer's Landing	mapdb location	6317	[Wehnimer's, East of Tent]	0	certain
Wehnimer's Landing	mapdb location	6318	[Wehnimer's, Shady Bower]	0	certain
Wehnimer's Landing	mapdb location	6319	[Wehnimer's, West of Tent]	0	certain
Wehnimer's Landing	mapdb location	6320	[Wehnimer's, Mossy Bower]	0	certain
Wehnimer's Landing	mapdb location	6321	[Cleric Guild, Courtyard]	0	certain
Wehnimer's Landing	mapdb location	6324	[Gemcutter's, Salon]	0	strong
Wehnimer's Landing	mapdb location	6325	[Gemcutter's, Commodities]	0	strong
Wehnimer's Landing	mapdb location	6328	[Wizard Guild, Courtyard]	1	moderate
Wehnimer's Landing	mapdb location	6329	[Wizard Guild, Foyer]	1	strong
Wehnimer's Landing	mapdb location	6330	[Wizard Guild, Courtyard]	1	strong
Wehnimer's Landing	mapdb location	6331	[Wizard Guild, Day Room]	1	strong
Wehnimer's Landing	mapdb location	6332	[Wizard Guild, Study Room]	1	strong
Wehnimer's Landing	mapdb location	6333	[Wizard Guild, Private Room]	1	strong
Wehnimer's Landing	mapdb location	6334	[Wizard Guild, Stairway SE]	0	guess
Wehnimer's Landing	mapdb location	6335	[Wizard Guild, Master Office]	0	guess
Wehnimer's Landing	mapdb location	6336	[Wizard Guild, Library]	1	strong
Wehnimer's Landing	mapdb location	6337	[Wizard Guild Annex, Locus]	1	strong
Wehnimer's Landing	mapdb location	6338	[Annex, Water Workshop]	1	strong
Wehnimer's Landing	mapdb location	6339	[Annex, Wind Workshop]	1	strong
Wehnimer's Landing	mapdb location	6340	[Annex, Lightning Workshop]	1	strong
Wehnimer's Landing	mapdb location	6341	[Annex, Ice Workshop]	1	strong
Wehnimer's Landing	mapdb location	6342	[Annex, Earth Workshop]	1	strong
Wehnimer's Landing	mapdb location	6343	[Annex, Cauldrons]	1	strong
Wehnimer's Landing	mapdb location	6344	[Annex, Fire Workshop]	1	strong
Wehnimer's Landing	mapdb location	6345	[Annex, Reagent Room]	1	strong
Wehnimer's Landing	mapdb location	6346	[Annex, Equipment Room]	1	strong
Wehnimer's Landing	mapdb location	6347	[Annex, Cauldron]	1	strong
Wehnimer's Landing	mapdb location	6348	[Wizard Guild, Study Room]	1	strong
Wehnimer's Landing	mapdb location	6349	[Wizard Guild, Meeting Hall]	1	strong
Wehnimer's Landing	mapdb location	6350	[Wizard Guild, Study Room]	1	strong
Wehnimer's Landing	mapdb location	6351	[Wizard Guild, Stairway NW]	2	moderate
Wehnimer's Landing	mapdb location	6352	[Wizard Guild, Observatory]	2	moderate
Wehnimer's Landing	mapdb location	6353	[Wizard Guild, Stairway NE]	2	moderate
Wehnimer's Landing	mapdb location	6354	[Wizard Guild, Workshop]	2	moderate
Wehnimer's Landing	mapdb location	6355	[Wizard Guild, Stairway SW]	0	guess
Wehnimer's Landing	mapdb location	6356	[Wizard Guild, Atrium]	0	guess
Wehnimer's Landing	mapdb location	6357	[Henty's Depot, Entry]	0	weak
Wehnimer's Landing	mapdb location	6358	[Henty's Depot, Permit Office]	0	weak
Wehnimer's Landing	mapdb location	6359	[Henty's Depot, Facades]	0	weak
Wehnimer's Landing	mapdb location	6360	[Henty's Depot, Roofs]	0	weak
Wehnimer's Landing	mapdb location	6361	[Henty's Depot, Ceilings]	0	weak
Wehnimer's Landing	mapdb location	6362	[Henty's Depot, Floors]	0	weak
Wehnimer's Landing	mapdb location	6363	[Henty's Depot, Walls]	0	weak
Wehnimer's Landing	mapdb location	6929	[Land Tower West, Dining Room]	0	moderate
Wehnimer's Landing	mapdb location	6930	[Land Tower West, Ladder Room]	1	moderate
Wehnimer's Landing	mapdb location	6931	[Land Tower West, Roof]	2	moderate
Wehnimer's Landing	mapdb location	6932	[Land Tower East, Dormitory]	1	moderate
Wehnimer's Landing	mapdb location	6933	[Land Tower East, Roof]	2	moderate
Wehnimer's Landing	mapdb location	6934	[The New Look, Haircuts]	0	strong
Wehnimer's Landing	mapdb location	6935	[The New Look, Hairdressing]	0	strong
Wehnimer's Landing	mapdb location	6936	[The New Look, Hair Adornment]	0	strong
Wehnimer's Landing	mapdb location	6937	[The New Look, Skin Care]	0	strong
Wehnimer's Landing	mapdb location	6938	[The New Look, Nasal Sculpting]	0	strong
Wehnimer's Landing	mapdb location	6939	[The New Look, Eye Enhancements]	0	strong
Wehnimer's Landing	mapdb location	6940	[The New Look, Eye Colors]	0	strong
Wehnimer's Landing	mapdb location	6941	[The New Look, Short and Tall]	0	strong
Wehnimer's Landing	mapdb location	6942	[The New Look, Facial Repair]	0	strong
Wehnimer's Landing	mapdb location	6943	[The New Look, Distinctive Marks]	0	strong
Wehnimer's Landing	mapdb location	7514	[Shanty Town, Inside Hut]	0	strong
Wehnimer's Landing	mapdb location	7523	[Temple, Altar]	0	moderate
Wehnimer's Landing	mapdb location	7563	[Moot Hall, Storage Room]	0	moderate
Wehnimer's Landing	mapdb location	7564	[Moot Hall, Assembly Room]	0	moderate
Wehnimer's Landing	mapdb location	7969	[Moot Hall, Waiting Area]	0	moderate
Wehnimer's Landing	mapdb location	7970	[Moot Hall, Debt Collector's]	0	moderate
Wehnimer's Landing	mapdb location	7971	[Moot Hall, Debt Collector's]	0	moderate
Wehnimer's Landing	mapdb location	7972	[Wehnimer's Courtroom]	0	moderate
Wehnimer's Landing	mapdb location	7973	[Wehnimer's Real Estate]	-1	moderate
Wehnimer's Landing	mapdb location	7974	[Ceraleth's Cartage]	-1	moderate
Wehnimer's Landing	mapdb location	7975	[Calradian's Contracts]	-1	moderate
Wehnimer's Landing	mapdb location	7977	[Surname Registry]	-1	moderate
Wehnimer's Landing	mapdb location	7978	[Moot Hall, House Clerk's Office]	-1	moderate
Wehnimer's Landing	mapdb location	7983	[Paupers, Outer Grounds]	0	certain
Wehnimer's Landing	mapdb location	7984	[House of Paupers, Inner Grounds]	0	certain
Wehnimer's Landing	mapdb location	7985	[House of Paupers, Entry Hall]	0	weak
Wehnimer's Landing	mapdb location	7986	[House of Paupers, Commons]	0	weak
Wehnimer's Landing	mapdb location	7987	[House of Paupers, Vault]	0	weak
Wehnimer's Landing	mapdb location	7988	[Paupers, Hallway]	0	weak
Wehnimer's Landing	mapdb location	7989	[Paupers, Vault]	0	weak
Wehnimer's Landing	mapdb location	7990	[House of Paupers, Lounge]	0	weak
Wehnimer's Landing	mapdb location	7991	[House of Paupers, Crystal Room]	0	weak
Wehnimer's Landing	mapdb location	8152	[Hummingbird Pond, West Bank]	0	certain
Wehnimer's Landing	mapdb location	8153	[Hummingbird Pond, South Bank]	0	certain
Wehnimer's Landing	mapdb location	8154	[Hummingbird Pond, South Bank]	0	certain
Wehnimer's Landing	mapdb location	8155	[Hummingbird Pond, East Bank]	0	certain
Wehnimer's Landing	mapdb location	8156	[Hillside]	0	weak
Wehnimer's Landing	mapdb location	8157	[Hummingbird Pond, Beehive Trail]	1	strong
Wehnimer's Landing	mapdb location	8158	[Hummingbird Pond, Hillview Lane]	1	strong
Wehnimer's Landing	mapdb location	8159	[Hummingbird Pond, Hillview Lane]	1	strong
Wehnimer's Landing	mapdb location	8160	[Hummingbird Pond, Beehive Hill]	2	strong
Wehnimer's Landing	mapdb location	8161	[Hummingbird Pond, East Bank]	0	certain
Wehnimer's Landing	mapdb location	8162	[Hummingbird Pond, Bridgeover]	0	certain
Wehnimer's Landing	mapdb location	8613	[Ye Olde Candle Shoppe]	0	strong
Wehnimer's Landing	mapdb location	8615	[Blacksmith, Front Yard]	0	strong
Wehnimer's Landing	mapdb location	8616	[Blacksmith, Forge]	0	strong
Wehnimer's Landing	mapdb location	8617	[Blacksmith Yard, Walkway]	0	strong
Wehnimer's Landing	mapdb location	8618	[Public Workshops Supply Stall]	0	strong
Wehnimer's Landing	mapdb location	8619	[Edwina's Lockpick Repair]	1	moderate
Wehnimer's Landing	mapdb location	8620	[Ye Old Magick Shoppe]	0	strong
Wehnimer's Landing	mapdb location	8621	[Ye Old Magick Shoppe, Lab]	0	strong
Wehnimer's Landing	mapdb location	8622	[Twilight Hall, Grounds]	0	certain
Wehnimer's Landing	mapdb location	8623	[Twilight Hall, The Remembrance]	0	strong
Wehnimer's Landing	mapdb location	8624	[A Guard Tower]	0	weak
Wehnimer's Landing	mapdb location	8625	[Observation Tower]	1	moderate
Wehnimer's Landing	mapdb location	8626	[Merchant's Guild, Foyer]	0	strong
Wehnimer's Landing	mapdb location	8627	[Merchant's Guild, Anteroom]	0	strong
Wehnimer's Landing	mapdb location	8628	[Merchant's Guild, Records]	0	strong
Wehnimer's Landing	mapdb location	8629	[Merchant's Guild, Council Room]	0	strong
Wehnimer's Landing	mapdb location	8630	[Merchant's Guild, Cloakroom]	0	strong
Wehnimer's Landing	mapdb location	8631	[Grocer's, Front Room]	0	strong
Wehnimer's Landing	mapdb location	8632	[Wehnimer's Travel Office]	0	strong
Wehnimer's Landing	mapdb location	8633	[Wehnimer's Travel Office]	0	strong
Wehnimer's Landing	mapdb location	8634	[Wehnimer's, Shop Cellar]	-1	strong
Wehnimer's Landing	mapdb location	8635	[Wehnimer's Shop, Waiting Area]	-1	strong
Wehnimer's Landing	mapdb location	8636	[Courtyard South]	0	strong
Wehnimer's Landing	mapdb location	8637	[Courtyard East]	0	strong
Wehnimer's Landing	mapdb location	8638	[Courtyard North]	0	strong
Wehnimer's Landing	mapdb location	8639	[Courtyard West]	0	strong
Wehnimer's Landing	mapdb location	8640	[The GlassWorks]	0	strong
Wehnimer's Landing	mapdb location	8641	[The Glassworks Annex]	0	strong
Wehnimer's Landing	mapdb location	8642	[Walls of Silk]	0	strong
Wehnimer's Landing	mapdb location	8643	[The Brocaded Window]	0	strong
Wehnimer's Landing	mapdb location	8644	[Big Game Hunters]	0	strong
Wehnimer's Landing	mapdb location	8645	[Big Game Hunters]	0	strong
Wehnimer's Landing	mapdb location	8646	[Anzil's Artifacts]	0	strong
Wehnimer's Landing	mapdb location	8647	[Kindle's Braziers and Stoves]	0	strong
Wehnimer's Landing	mapdb location	8648	[DreamSpinner's Haven]	0	strong
Wehnimer's Landing	mapdb location	8649	[Lippin's Chairs]	0	strong
Wehnimer's Landing	mapdb location	8650	[The Hidehunter]	0	strong
Wehnimer's Landing	mapdb location	8651	[Bedelia's Sleeping Gear]	0	strong
Wehnimer's Landing	mapdb location	8652	[Orliane the Stonecutter]	0	strong
Wehnimer's Landing	mapdb location	8653	[Tatiana's Tables]	0	strong
Wehnimer's Landing	mapdb location	8654	[Ollie's Oddities]	0	strong
Wehnimer's Landing	mapdb location	8655	[Grafton's Fireplace Shop]	0	strong
Wehnimer's Landing	mapdb location	8656	[A Way With Woods]	0	strong
Wehnimer's Landing	mapdb location	8657	[Harris's Tablecraft]	0	strong
Wehnimer's Landing	mapdb location	8658	[Pasquielo's Tiles]	0	strong
Wehnimer's Landing	mapdb location	8659	[Mosaics by the Apprentice]	0	strong
Wehnimer's Landing	mapdb location	8660	[Lute's Liltings Music Shoppe]	0	strong
Wehnimer's Landing	mapdb location	8661	[Bard Guild, Courtyard]	0	certain
Wehnimer's Landing	mapdb location	8662	[Bard Guild, Theater Lobby]	0	strong
Wehnimer's Landing	mapdb location	8663	[Bard Guild, Performance Hall]	-1	moderate
Wehnimer's Landing	mapdb location	8664	[General Store, Salesroom]	0	strong
Wehnimer's Landing	mapdb location	8669	[Raging Thrak Inn, Cozy Nook]	0	strong
Wehnimer's Landing	mapdb location	8670	[Raging Thrak Inn, Party Room]	0	strong
Wehnimer's Landing	mapdb location	8671	[Raging Thrak Inn, Front Desk]	0	weak
Wehnimer's Landing	mapdb location	8672	[Raging Thrak Inn, Hallway]	-1	moderate
Wehnimer's Landing	mapdb location	8673	[Raging Thrak Inn, Narrow Room]	-1	moderate
Wehnimer's Landing	mapdb location	8674	[Dragonsclaw Arms, Garret]	3	moderate
Wehnimer's Landing	mapdb location	8675	[Raging Thrak Inn, Hallway]	-1	moderate
Wehnimer's Landing	mapdb location	8676	[Raging Thrak Inn, Meeting Room]	-1	moderate
Wehnimer's Landing	mapdb location	8677	[Raging Thrak Inn, Suite]	-1	moderate
Wehnimer's Landing	mapdb location	8684	[Landing Hall, Garden]	0	certain
Wehnimer's Landing	mapdb location	8685	[Confectionary Shop, Alcove]	0	strong
Wehnimer's Landing	mapdb location	8686	[Wehnimer's, Constabulary]	0	strong
Wehnimer's Landing	mapdb location	8687	[Temple, Monks' Room]	0	moderate
Wehnimer's Landing	mapdb location	8688	[Temple, Storeroom]	1	moderate
Wehnimer's Landing	mapdb location	8694	[Temple, Behind Pillars]	0	strong
Wehnimer's Landing	mapdb location	8695	[Silverwood Manor, Courtyard]	0	certain
Wehnimer's Landing	mapdb location	8697	[Cothinar Gardens, Sunflower Way]	0	certain
Wehnimer's Landing	mapdb location	8698	[Cothinar Gardens, Sunflower Way]	0	certain
Wehnimer's Landing	mapdb location	8699	[Cothinar Gardens, Sunflower Way]	0	certain
Wehnimer's Landing	mapdb location	8700	[Cothinar Gardens, Clover Lane]	0	certain
Wehnimer's Landing	mapdb location	8701	[Cothinar Gardens, Clover Lane]	0	certain
Wehnimer's Landing	mapdb location	8702	[Cothinar Gardens, Circle Bower]	0	certain
